time_s,cellId,cioRaw,txpRaw,selfCio_display_dB,txpApplied_dBm,cellThp_kbps,alpha
0.4,1,0.0692489,0.946545,-0.5,35.7862,12282,0.10881
0.4,2,-0.129983,0.871143,0.5,35.4846,12370,0.108289
0.4,3,-0.455973,0.799052,2.5,35.1962,10094.6,0.107297
0.9,1,0.0193638,0.89679,-0,35.5872,15502.4,0.10881
0.9,2,-0.109045,0.709479,0.5,34.8379,13629.9,0.108289
0.9,3,-0.11206,0.64194,0.5,34.5678,12305.9,0.107297
1.4,1,0.0254085,0.895792,-0,35.5832,16199.2,0.10881
1.4,2,-0.107409,0.709113,0.5,34.8365,13711.8,0.108289
1.4,3,-0.131037,0.644133,0.5,34.5765,12043.2,0.107297
1.9,1,0.0246529,0.895917,-0,35.5837,16372.7,0.10881
1.9,2,-0.106793,0.709091,0.5,34.8364,13612.2,0.108289
1.9,3,-0.130655,0.644087,0.5,34.5763,12080.8,0.107297
2.4,1,0.0325815,0.895429,-0,35.5817,16578,0.10881
2.4,2,-0.10681,0.709087,0.5,34.8363,13607.2,0.108289
2.4,3,-0.123958,0.643314,0.5,34.5733,12167.8,0.107297
2.9,1,0.0243028,0.895975,-0,35.5839,16106.6,0.10881
2.9,2,-0.109015,0.709472,0.5,34.8379,13645.4,0.108289
2.9,3,-0.12251,0.643149,0.5,34.5726,12153.9,0.107297
3.4,1,0.038395,0.895708,-0,35.5828,16620.6,0.10881
3.4,2,-0.106405,0.70917,0.5,34.8367,13774.9,0.108289
3.4,3,-0.107015,0.641326,0.5,34.5653,12344.8,0.107297
3.9,1,0.0265396,0.895604,-0,35.5824,15745.8,0.10881
3.9,2,-0.110289,0.709757,0.5,34.839,13567.5,0.108289
3.9,3,-0.100255,0.640503,0.5,34.562,12379.4,0.107297
4.4,1,0.0284246,0.895291,-0,35.5812,15926.2,0.10881
4.4,2,-0.108999,0.709469,0.5,34.8379,13548.9,0.108289
4.4,3,-0.114029,0.642179,0.5,34.5687,12201.5,0.107297
4.9,1,0.0306676,0.895345,-0,35.5814,16011,0.10881
4.9,2,-0.106362,0.709179,0.5,34.8367,13607,0.108289
4.9,3,-0.122529,0.643151,0.5,34.5726,12070.4,0.107297
5.4,1,0.0409468,0.895865,-0,35.5835,16339.6,0.10881
5.4,2,-0.112116,0.711456,0.5,34.8458,13295.6,0.108289
5.4,3,-0.116025,0.64241,0.5,34.5696,12183.4,0.107297
5.9,1,0.0312672,0.895372,-0,35.5815,16055.1,0.10881
5.9,2,-0.111851,0.711722,0.5,34.8469,13120.3,0.108289
5.9,3,-0.102798,0.640813,0.5,34.5633,12347.9,0.107297
6.4,1,0.0389375,0.895738,-0,35.583,16122.9,0.10881
6.4,2,-0.113079,0.713634,0.5,34.8545,12945.2,0.108289
6.4,3,-0.122424,0.643139,0.5,34.5726,12300.3,0.107297
6.9,1,0.030029,0.895325,-0,35.5813,16013,0.10881
6.9,2,-0.111777,0.711797,0.5,34.8472,13186.2,0.108289
6.9,3,-0.106232,0.641231,0.5,34.5649,12504.6,0.107297
7.4,1,0.0397298,0.895782,-0,35.5831,16341.4,0.10881
7.4,2,-0.121534,0.723764,0.5,34.8951,12425,0.108289
7.4,3,-0.120354,0.642903,0.5,34.5716,12341.7,0.107297
7.9,1,0.0492514,0.896448,-0,35.5858,16798.6,0.10881
7.9,2,-0.118748,0.720563,0.5,34.8823,12646.2,0.108289
7.9,3,-0.104085,0.64097,0.5,34.5639,12767.1,0.107297
8.4,1,0.0449527,0.896147,-0,35.5846,16554.8,0.10881
8.4,2,-0.118052,0.719748,0.5,34.879,12807.1,0.108289
8.4,3,-0.0832882,0.638035,0.5,34.5521,13017.4,0.107297
8.9,1,0.0500083,0.896501,-0.5,35.586,16699.4,0.10881
8.9,2,-0.115727,0.717015,0.5,34.8681,12911.5,0.108289
8.9,3,-0.0938176,0.639607,0.5,34.5584,12906.6,0.107297
9.4,1,0.0493755,0.896457,-0,35.5858,16810.8,0.10881
