time_s,srcCellId,neighborCellId,cio_display_dB,cio_display_ie
33.5,1,3,-5,-10
33.5,2,1,2,4
33.5,2,3,2,4
33.5,3,1,-2.5,-5
33.5,3,2,-2.5,-5
36,1,2,4,8
36,1,3,4,8
36,2,1,4,8
36,2,3,4,8
36,3,1,-1,-2
36,3,2,-1,-2
38.5,1,2,-0,0
38.5,1,3,-0,0
38.5,2,1,-0,0
38.5,2,3,-0,0
38.5,3,1,-1,-2
38.5,3,2,-1,-2
41,1,2,3.5,7
41,1,3,3.5,7
41,2,1,-3.5,-7
41,2,3,-3.5,-7
41,3,1,4,8
41,3,2,4,8
43.5,1,2,-3.5,-7
43.5,1,3,-3.5,-7
43.5,2,1,0.5,1
43.5,2,3,0.5,1
43.5,3,1,1.5,3
43.5,3,2,1.5,3
46,1,2,-1,-2
46,1,3,-1,-2
46,2,1,-1,-2
46,2,3,-1,-2
46,3,1,2.5,5
46,3,2,2.5,5
48.5,1,2,-5,-10
48.5,1,3,-5,-10
48.5,2,1,1,2
48.5,2,3,1,2
48.5,3,1,1.5,3
48.5,3,2,1.5,3
51,1,2,-2.5,-5
51,1,3,-2.5,-5
51,2,1,1.5,3
51,2,3,1.5,3
51,3,1,-0.5,-1
51,3,2,-0.5,-1
53.5,1,2,0.5,1
53.5,1,3,0.5,1
53.5,2,1,-4.5,-9
53.5,2,3,-4.5,-9
53.5,3,1,-2.5,-5
53.5,3,2,-2.5,-5
56,1,2,-4,-8
56,1,3,-4,-8
56,2,1,4,8
56,2,3,4,8
56,3,1,-4.5,-9
56,3,2,-4.5,-9
58.5,1,2,-3.5,-7
58.5,1,3,-3.5,-7
58.5,2,1,4,8
58.5,2,3,4,8
58.5,3,1,3,6
58.5,3,2,3,6
2.5,1,2,-4.5,-9
2.5,1,3,-4.5,-9
2.5,2,1,-2,-4
2.5,2,3,-2,-4
2.5,3,1,4.5,9
2.5,3,2,4.5,9
5,1,2,-3,-6
5,1,3,-3,-6
5,2,1,-2,-4
5,2,3,-2,-4
5,3,1,-4,-8
5,3,2,-4,-8
7.5,1,2,0.5,1
7.5,1,3,0.5,1
7.5,2,1,3.5,7
7.5,2,3,3.5,7
7.5,3,1,-3,-6
7.5,3,2,-3,-6
10,1,2,4.5,9
10,1,3,4.5,9
10,2,1,-0,0
10,2,3,-0,0
10,3,1,2.5,5
10,3,2,2.5,5
12.5,1,2,-3,-6
12.5,1,3,-3,-6
12.5,2,1,-4.5,-9
12.5,2,3,-4.5,-9
12.5,3,1,3.5,7
12.5,3,2,3.5,7
15,1,2,-2.5,-5
15,1,3,-2.5,-5
15,2,1,1,2
15,2,3,1,2
15,3,1,-5,-10
15,3,2,-5,-10
17.5,1,2,2.5,5
17.5,1,3,2.5,5
17.5,2,1,-1,-2
17.5,2,3,-1,-2
17.5,3,1,-1,-2
17.5,3,2,-1,-2
20,1,2,-4.5,-9
20,1,3,-4.5,-9
20,2,1,-0,0
20,2,3,-0,0
20,3,1,-4.5,-9
20,3,2,-4.5,-9
22.5,1,2,-4.5,-9
22.5,1,3,-4.5,-9
22.5,2,1,3.5,7
22.5,2,3,3.5,7
22.5,3,1,0.5,1
22.5,3,2,0.5,1
25,1,2,1,2
25,1,3,1,2
25,2,1,1,2
25,2,3,1,2
25,3,1,1.5,3
25,3,2,1.5,3
27.5,1,2,4.5,9
27.5,1,3,4.5,9
27.5,2,1,-3,-6
27.5,2,3,-3,-6
27.5,3,1,-5,-10
27.5,3,2,-5,-10
30,1,2,-2,-4
30,1,3,-2,-4
30,2,1,2.5,5
30,2,3,2.5,5
30,3,1,1.5,3
30,3,2,1.5,3
32.5,1,2,4.5,9
32.5,1,3,4.5,9
32.5,2,1,0.5,1
32.5,2,3,0.5,1
32.5,3,1,4,8
32.5,3,2,4,8
35,1,2,-1,-2
35,1,3,-1,-2
35,2,1,-4.5,-9
35,2,3,-4.5,-9
35,3,1,3,6
35,3,2,3,6
37.5,1,2,-0.5,-1
37.5,1,3,-0.5,-1
37.5,2,1,-1.5,-3
37.5,2,3,-1.5,-3
37.5,3,1,-2,-4
37.5,3,2,-2,-4
40,1,2,4.5,9
40,1,3,4.5,9
40,2,1,4,8
40,2,3,4,8
40,3,1,2,4
40,3,2,2,4
42.5,1,2,-0,0
42.5,1,3,-0,0
42.5,2,1,-4.5,-9
42.5,2,3,-4.5,-9
42.5,3,1,-3,-6
42.5,3,2,-3,-6
45,1,2,-1,-2
45,1,3,-1,-2
45,2,1,-1,-2
45,2,3,-1,-2
45,3,1,4,8
45,3,2,4,8
47.5,1,2,-5,-10
47.5,1,3,-5,-10
47.5,2,1,-3.5,-7
47.5,2,3,-3.5,-7
47.5,3,1,-2.5,-5
47.5,3,2,-2.5,-5
50,1,2,-1,-2
50,1,3,-1,-2
50,2,1,-2,-4
50,2,3,-2,-4
50,3,1,4,8
50,3,2,4,8
52.5,1,2,1.5,3
52.5,1,3,1.5,3
52.5,2,1,-3,-6
52.5,2,3,-3,-6
52.5,3,1,-1,-2
52.5,3,2,-1,-2
55,1,2,4.5,9
55,1,3,4.5,9
55,2,1,1.5,3
55,2,3,1.5,3
55,3,1,-0,0
55,3,2,-0,0
57.5,1,2,2.5,5
57.5,1,3,2.5,5
57.5,2,1,-0.5,-1
57.5,2,3,-0.5,-1
57.5,3,1,2,4
57.5,3,2,2,4
1.5,1,2,-4.5,-9
1.5,1,3,-4.5,-9
1.5,2,1,3.5,7
1.5,2,3,3.5,7
1.5,3,1,-2.5,-5
1.5,3,2,-2.5,-5
4,1,2,5,10
4,1,3,5,10
4,2,1,-0.5,-1
4,2,3,-0.5,-1
4,3,1,2.5,5
4,3,2,2.5,5
6.5,1,2,-1,-2
6.5,1,3,-1,-2
6.5,2,1,-4.5,-9
6.5,2,3,-4.5,-9
6.5,3,1,-0,0
6.5,3,2,-0,0
9,1,2,4.5,9
9,1,3,4.5,9
9,2,1,-4.5,-9
9,2,3,-4.5,-9
9,3,1,-3,-6
9,3,2,-3,-6
11.5,1,2,4,8
11.5,1,3,4,8
11.5,2,1,3.5,7
11.5,2,3,3.5,7
11.5,3,1,2.5,5
11.5,3,2,2.5,5
14,1,2,0.5,1
14,1,3,0.5,1
14,2,1,-2.5,-5
14,2,3,-2.5,-5
14,3,1,-3.5,-7
14,3,2,-3.5,-7
16.5,1,2,-3,-6
16.5,1,3,-3,-6
16.5,2,1,-1,-2
16.5,2,3,-1,-2
16.5,3,1,-3.5,-7
16.5,3,2,-3.5,-7
19,1,2,-1,-2
19,1,3,-1,-2
19,2,1,-1,-2
19,2,3,-1,-2
19,3,1,-2,-4
19,3,2,-2,-4
21.5,1,2,1.5,3
21.5,1,3,1.5,3
21.5,2,1,-5,-10
21.5,2,3,-5,-10
21.5,3,1,-1.5,-3
21.5,3,2,-1.5,-3
24,1,2,-2.5,-5
24,1,3,-2.5,-5
24,2,1,1.5,3
24,2,3,1.5,3
24,3,1,-4.5,-9
24,3,2,-4.5,-9
26.5,1,2,-1.5,-3
26.5,1,3,-1.5,-3
26.5,2,1,0.5,1
26.5,2,3,0.5,1
26.5,3,1,0.5,1
26.5,3,2,0.5,1
29,1,2,-5,-10
29,1,3,-5,-10
29,2,1,2,4
29,2,3,2,4
29,3,1,3,6
29,3,2,3,6
31.5,1,2,-3.5,-7
31.5,1,3,-3.5,-7
31.5,2,1,4,8
31.5,2,3,4,8
31.5,3,1,4,8
31.5,3,2,4,8
34,1,2,4,8
34,1,3,4,8
34,2,1,-3,-6
34,2,3,-3,-6
34,3,1,0.5,1
34,3,2,0.5,1
36.5,1,2,1,2
36.5,1,3,1,2
36.5,2,1,4,8
36.5,2,3,4,8
36.5,3,1,-1,-2
36.5,3,2,-1,-2
39,1,2,-4.5,-9
39,1,3,-4.5,-9
39,2,1,-4.5,-9
39,2,3,-4.5,-9
39,3,1,4,8
39,3,2,4,8
41.5,1,2,-1,-2
41.5,1,3,-1,-2
41.5,2,1,3.5,7
41.5,2,3,3.5,7
41.5,3,1,-1,-2
41.5,3,2,-1,-2
44,1,2,0.5,1
44,1,3,0.5,1
44,2,1,-1.5,-3
44,2,3,-1.5,-3
44,3,1,-1.5,-3
44,3,2,-1.5,-3
46.5,1,2,0.5,1
46.5,1,3,0.5,1
46.5,2,1,4.5,9
46.5,2,3,4.5,9
46.5,3,1,-4.5,-9
46.5,3,2,-4.5,-9
49,1,2,5,10
49,1,3,5,10
49,2,1,-4.5,-9
49,2,3,-4.5,-9
49,3,1,-4.5,-9
49,3,2,-4.5,-9
51.5,1,2,-4.5,-9
51.5,1,3,-4.5,-9
51.5,2,1,4.5,9
51.5,2,3,4.5,9
51.5,3,1,0.5,1
51.5,3,2,0.5,1
54,1,2,-1,-2
54,1,3,-1,-2
54,2,1,-1.5,-3
54,2,3,-1.5,-3
54,3,1,3.5,7
54,3,2,3.5,7
56.5,1,2,0.5,1
56.5,1,3,0.5,1
56.5,2,1,1,2
56.5,2,3,1,2
56.5,3,1,2,4
56.5,3,2,2,4
0.5,1,2,-3.5,-7
0.5,1,3,-3.5,-7
0.5,2,1,3.5,7
0.5,2,3,3.5,7
0.5,3,1,-2.5,-5
0.5,3,2,-2.5,-5
3,1,2,-4.5,-9
3,1,3,-4.5,-9
3,2,1,-2.5,-5
3,2,3,-2.5,-5
3,3,1,1.5,3
3,3,2,1.5,3
5.5,1,2,-4,-8
5.5,1,3,-4,-8
5.5,2,1,-5,-10
5.5,2,3,-5,-10
5.5,3,1,-4,-8
5.5,3,2,-4,-8
8,1,2,-2.5,-5
8,1,3,-2.5,-5
8,2,1,-1,-2
8,2,3,-1,-2
8,3,1,-0.5,-1
8,3,2,-0.5,-1
10.5,1,2,1,2
10.5,1,3,1,2
10.5,2,1,-3.5,-7
10.5,2,3,-3.5,-7
10.5,3,1,-4.5,-9
10.5,3,2,-4.5,-9
13,1,2,-4.5,-9
13,1,3,-4.5,-9
13,2,1,1,2
13,2,3,1,2
13,3,1,-0,0
13,3,2,-0,0
15.5,1,2,-2.5,-5
15.5,1,3,-2.5,-5
15.5,2,1,-4.5,-9
15.5,2,3,-4.5,-9
15.5,3,1,2,4
15.5,3,2,2,4
18,1,2,-1.5,-3
18,1,3,-1.5,-3
18,2,1,-4,-8
18,2,3,-4,-8
18,3,1,-4.5,-9
18,3,2,-4.5,-9
20.5,1,2,-3.5,-7
20.5,1,3,-3.5,-7
20.5,2,1,1,2
20.5,2,3,1,2
20.5,3,1,4.5,9
20.5,3,2,4.5,9
23,1,2,-2.5,-5
23,1,3,-2.5,-5
23,2,1,-3.5,-7
23,2,3,-3.5,-7
23,3,1,4.5,9
23,3,2,4.5,9
25.5,1,2,4.5,9
25.5,1,3,4.5,9
25.5,2,1,-4,-8
25.5,2,3,-4,-8
25.5,3,1,1.5,3
25.5,3,2,1.5,3
28,1,2,-4,-8
28,1,3,-4,-8
28,2,1,3,6
28,2,3,3,6
28,3,1,5,10
28,3,2,5,10
30.5,1,2,-2,-4
30.5,1,3,-2,-4
30.5,2,1,-3,-6
30.5,2,3,-3,-6
30.5,3,1,-1.5,-3
30.5,3,2,-1.5,-3
33,1,2,-1.5,-3
33,1,3,-1.5,-3
33,2,1,3,6
33,2,3,3,6
33,3,1,5,10
33,3,2,5,10
35.5,1,2,-3,-6
35.5,1,3,-3,-6
35.5,2,1,-4.5,-9
35.5,2,3,-4.5,-9
35.5,3,1,-3,-6
35.5,3,2,-3,-6
38,1,2,3.5,7
38,1,3,3.5,7
38,2,1,-1,-2
38,2,3,-1,-2
38,3,1,4,8
38,3,2,4,8
40.5,1,2,1.5,3
40.5,1,3,1.5,3
40.5,2,1,3,6
40.5,2,3,3,6
40.5,3,1,1.5,3
40.5,3,2,1.5,3
43,1,2,2,4
43,1,3,2,4
43,2,1,4.5,9
43,2,3,4.5,9
43,3,1,-3,-6
43,3,2,-3,-6
45.5,1,2,-4,-8
45.5,1,3,-4,-8
45.5,2,1,2,4
45.5,2,3,2,4
45.5,3,1,-0,0
45.5,3,2,-0,0
48,1,2,-2.5,-5
48,1,3,-2.5,-5
48,2,1,-0.5,-1
48,2,3,-0.5,-1
48,3,1,3.5,7
48,3,2,3.5,7
50.5,1,2,-5,-10
50.5,1,3,-5,-10
50.5,2,1,-4.5,-9
50.5,2,3,-4.5,-9
50.5,3,1,-2,-4
50.5,3,2,-2,-4
53,1,2,-1.5,-3
53,1,3,-1.5,-3
53,2,1,2.5,5
53,2,3,2.5,5
53,3,1,-3,-6
53,3,2,-3,-6
55.5,1,2,-1,-2
55.5,1,3,-1,-2
55.5,2,1,4.5,9
55.5,2,3,4.5,9
55.5,3,1,-4,-8
55.5,3,2,-4,-8
58,1,2,-0,0
58,1,3,-0,0
58,2,1,0.5,1
58,2,3,0.5,1
58,3,1,3.5,7
58,3,2,3.5,7
2,1,2,-3.5,-7
2,1,3,-3.5,-7
2,2,1,2.5,5
2,2,3,2.5,5
2,3,1,-3,-6
2,3,2,-3,-6
4.5,1,2,3,6
4.5,1,3,3,6
4.5,2,1,-4.5,-9
4.5,2,3,-4.5,-9
4.5,3,1,3.5,7
4.5,3,2,3.5,7
7,1,2,2,4
7,1,3,2,4
7,2,1,-2,-4
7,2,3,-2,-4
7,3,1,1,2
7,3,2,1,2
9.5,1,2,-3,-6
9.5,1,3,-3,-6
9.5,2,1,-4.5,-9
9.5,2,3,-4.5,-9
9.5,3,1,2.5,5
9.5,3,2,2.5,5
12,1,2,3.5,7
12,1,3,3.5,7
12,2,1,-2,-4
12,2,3,-2,-4
12,3,1,3,6
12,3,2,3,6
14.5,1,2,1,2
14.5,1,3,1,2
14.5,2,1,-3.5,-7
14.5,2,3,-3.5,-7
14.5,3,1,4.5,9
14.5,3,2,4.5,9
17,1,2,2,4
17,1,3,2,4
17,2,1,4.5,9
17,2,3,4.5,9
17,3,1,3,6
17,3,2,3,6
19.5,1,2,-3.5,-7
19.5,1,3,-3.5,-7
19.5,2,1,-2,-4
19.5,2,3,-2,-4
19.5,3,1,3.5,7
19.5,3,2,3.5,7
22,1,2,-4,-8
22,1,3,-4,-8
22,2,1,-1,-2
22,2,3,-1,-2
22,3,1,3,6
22,3,2,3,6
24.5,1,2,-0,0
24.5,1,3,-0,0
24.5,2,1,4.5,9
24.5,2,3,4.5,9
24.5,3,1,-0,0
24.5,3,2,-0,0
27,1,2,1.5,3
27,1,3,1.5,3
27,2,1,4.5,9
27,2,3,4.5,9
27,3,1,-4,-8
27,3,2,-4,-8
29.5,1,2,-0,0
29.5,1,3,-0,0
29.5,2,1,-0.5,-1
29.5,2,3,-0.5,-1
29.5,3,1,-0.5,-1
29.5,3,2,-0.5,-1
32,1,2,-4.5,-9
32,1,3,-4.5,-9
32,2,1,2.5,5
32,2,3,2.5,5
32,3,1,3,6
32,3,2,3,6
34.5,1,2,-4.5,-9
34.5,1,3,-4.5,-9
34.5,2,1,-4,-8
34.5,2,3,-4,-8
34.5,3,1,-2.5,-5
34.5,3,2,-2.5,-5
37,1,2,-1.5,-3
37,1,3,-1.5,-3
37,2,1,-1.5,-3
37,2,3,-1.5,-3
37,3,1,1,2
37,3,2,1,2
39.5,1,2,-1.5,-3
39.5,1,3,-1.5,-3
39.5,2,1,-3,-6
39.5,2,3,-3,-6
39.5,3,1,-4,-8
39.5,3,2,-4,-8
42,1,2,-1.5,-3
42,1,3,-1.5,-3
42,2,1,-3.5,-7
42,2,3,-3.5,-7
42,3,1,1.5,3
42,3,2,1.5,3
44.5,1,2,4,8
44.5,1,3,4,8
44.5,2,1,-2,-4
44.5,2,3,-2,-4
44.5,3,1,2.5,5
44.5,3,2,2.5,5
47,1,2,-4,-8
47,1,3,-4,-8
47,2,1,-4,-8
47,2,3,-4,-8
47,3,1,4.5,9
47,3,2,4.5,9
49.5,1,2,3.5,7
49.5,1,3,3.5,7
49.5,2,1,1,2
49.5,2,3,1,2
49.5,3,1,1.5,3
49.5,3,2,1.5,3
52,1,2,-2,-4
52,1,3,-2,-4
52,2,1,1,2
52,2,3,1,2
52,3,1,1,2
52,3,2,1,2
54.5,1,2,-4.5,-9
54.5,1,3,-4.5,-9
54.5,2,1,-4.5,-9
54.5,2,3,-4.5,-9
54.5,3,1,1,2
54.5,3,2,1,2
57,1,2,-3.5,-7
57,1,3,-3.5,-7
57,2,1,-5,-10
57,2,3,-5,-10
57,3,1,-0.5,-1
57,3,2,-0.5,-1
