time_s,step,cellId,cio_l2_change,max_cio_change,txp_raw_curr,txp_raw_prev,txp_raw_change,txp_dBm_curr,txp_dBm_prev,ue_count_prev,ue_count_curr,ue_count_change,reward_prev,reward_curr,reward_change,consecutive_stagnant_steps,cio_stagnant,txp_stagnant,is_stagnant
28.5,56,1,0.000916004,0.000916004,0.856885,0.991762,0.134877,35.4275,35.967,13,14,1,0.875942,0.990904,0.114962,0,1,0,0
28.5,56,2,0.191607,0.191607,-0.929486,-0.97127,0.0417839,28.2821,28.1149,12,10,-2,0.415346,0.258597,0.156749,0,0,0,0
28.5,56,3,0.532414,0.532414,-0.83519,-0.677411,0.157779,28.6592,29.2904,5,6,1,0.461293,0.50913,0.0478368,0,0,0,0
29,57,1,0.00140792,0.00140792,0.806986,0.856885,0.0498989,35.2279,35.4275,14,14,0,0.990904,0.942552,0.048352,0,1,0,0
29,57,2,0.965075,0.965075,-0.941836,-0.929486,0.0123498,28.2327,28.2821,10,10,0,0.258597,0.243699,0.0148976,0,0,1,0
29,57,3,0.0709319,0.0709319,-0.545051,-0.83519,0.290139,29.8198,28.6592,6,6,0,0.50913,0.50627,0.0028592,0,0,0,0
29.5,58,1,2.66433e-05,2.66433e-05,0.999675,0.806986,0.192689,35.9987,35.2279,14,14,0,0.942552,1.00894,0.0663872,0,1,0,0
29.5,58,2,0.222164,0.222164,-0.255339,-0.941836,0.686497,30.9786,28.2327,10,9,-1,0.243699,0.236787,0.006912,0,0,0,0
29.5,58,3,0.775401,0.775401,-0.819268,-0.545051,0.274217,28.7229,29.8198,6,7,1,0.50627,0.53117,0.0248992,0,0,0,0
30,59,1,0.136048,0.136048,0.999899,0.999675,0.000223935,35.9996,35.9987,14,22,8,1.00894,0.797146,0.211794,0,0,1,0
30,59,2,1.19526,1.19526,-0.83007,-0.255339,0.574731,28.6797,30.9786,9,4,-5,0.236787,0.31963,0.0828432,0,0,0,0
30,59,3,0.36794,0.36794,-0.918,-0.819268,0.0987326,28.328,28.7229,7,4,-3,0.53117,0.489602,0.041568,0,0,0,0
30.5,60,1,0.107378,0.107378,0.998829,0.999899,0.0010702,35.9953,35.9996,22,19,-3,0.797146,0.916949,0.119803,0,0,1,0
30.5,60,2,0.381543,0.381543,-0.211431,-0.83007,0.618639,31.1543,28.6797,4,5,1,0.31963,0.287661,0.0319696,0,0,0,0
30.5,60,3,0.408861,0.408861,-0.27476,-0.918,0.643241,30.901,28.328,4,6,2,0.489602,0.486197,0.0034048,0,0,0,0
