time_s,step,agent,buffer_size,critic_loss,actor_loss,alpha,target_q_mean,q1_mean,q2_mean,log_prob_mean,action_abs_mean,obs_mean,obs_std,obs_norm_mean,obs_norm_var
22.1,2030,1,1998,0.228142,-7.46636,0.0783733,7.34858,7.41472,7.40825,-0.962874,0.604698,6.41241,3.69582,6.68818,6.78233
22.1,2030,2,1998,0.347495,-7.21633,0.0787628,7.0569,7.05567,7.06149,0.181304,0.679877,7.49727,4.12241,7.29374,7.53189
22.6,2035,0,2003,0.424243,-7.49687,0.0787662,7.4493,7.39585,7.47829,-0.602538,0.593048,6.96625,4.12792,7.13638,7.09999
22.6,2035,1,2003,0.280974,-7.43964,0.0782595,7.35163,7.3346,7.3561,-0.680984,0.599014,6.44161,3.86406,6.68262,6.79414
22.6,2035,2,2003,0.293855,-7.22529,0.0786652,7.11165,7.13936,7.18934,0.468228,0.734004,7.30529,4.31545,7.29568,7.5576
23.1,2040,0,2008,0.43112,-7.31537,0.0786519,7.22222,7.30331,7.25517,0.303051,0.720843,7.07237,3.96279,7.13733,7.12524
23.1,2040,1,2008,0.283288,-7.42142,0.0781467,7.36349,7.37556,7.3613,-0.686487,0.606721,7.01036,3.62925,6.68283,6.81358
23.1,2040,2,2008,0.270773,-7.21936,0.0785783,7.0885,7.1651,7.11499,0.227362,0.685541,6.93083,3.79906,7.29083,7.55226
23.6,2045,0,2013,0.302371,-7.26619,0.0785428,7.25507,7.15229,7.14585,-0.217643,0.646308,7.05634,4.08964,7.12887,7.12946
23.6,2045,1,2013,0.216051,-7.58479,0.078035,7.53051,7.52096,7.48876,-0.777315,0.589363,6.47825,3.90708,6.67837,6.82847
23.6,2045,2,2013,0.262849,-7.49281,0.0784897,7.37186,7.46042,7.48236,-0.329211,0.634503,7.05812,4.32367,7.28801,7.58559
24.1,2050,0,2018,0.326827,-7.36792,0.0784328,7.21116,7.24926,7.27408,-0.0561424,0.661877,6.74926,3.67843,7.12082,7.1243
24.1,2050,1,2018,0.21865,-7.54567,0.0779238,7.50225,7.4684,7.4911,-0.739846,0.547604,6.87662,3.8758,6.67436,6.81895
24.1,2050,2,2018,0.261492,-7.2749,0.0783944,7.22264,7.2093,7.16774,-0.122233,0.634971,7.36342,4.05989,7.29066,7.60166
24.6,2055,0,2023,0.322884,-7.38825,0.0783281,7.34111,7.34547,7.32334,0.0220089,0.693958,6.92578,3.83553,7.11284,7.12111
24.6,2055,1,2023,0.222711,-7.50192,0.0778122,7.44707,7.49433,7.44695,-0.601949,0.608604,6.63275,3.64105,6.67256,6.81532
24.6,2055,2,2023,0.281387,-7.31606,0.0782958,7.16649,7.17677,7.23068,0.196566,0.687833,7.47756,3.93844,7.28886,7.616
25.1,2060,0,2028,0.639649,-7.39973,0.0782262,7.52583,7.26889,7.29992,0.0347081,0.69861,7.0267,4.001,7.10734,7.13683
25.1,2060,1,2028,0.379229,-7.51104,0.0776993,7.52644,7.38001,7.43453,-0.876763,0.540514,6.34184,3.69108,6.6656,6.82969
25.1,2060,2,2028,0.32377,-7.24296,0.0782006,7.19873,7.22646,7.20869,-0.151206,0.65027,7.37922,4.10063,7.28226,7.65962
25.6,2065,0,2033,0.312522,-7.51933,0.0781186,7.30824,7.41767,7.42057,-0.0611073,0.651825,7.26696,3.90112,7.10014,7.14598
25.6,2065,1,2033,0.211032,-7.49699,0.0775852,7.37988,7.46984,7.39406,-0.816525,0.555526,6.54821,3.7263,6.65966,6.84252
25.6,2065,2,2033,0.256568,-7.28723,0.0781027,7.25233,7.1708,7.18799,-0.0547606,0.666902,7.1759,3.94452,7.28237,7.70155
26.1,2070,0,2038,0.367753,-7.50037,0.078011,7.4081,7.43658,7.56263,0.0392868,0.67131,6.93912,3.87023,7.0985,7.16834
26.1,2070,1,2038,0.26311,-7.484,0.0774725,7.45533,7.39007,7.43738,-0.543904,0.625882,6.79468,3.6856,6.65637,6.85323
26.1,2070,2,2038,0.238377,-7.32196,0.0780034,7.06973,7.24146,7.21231,0.290977,0.686996,7.1491,3.95611,7.28347,7.71123
26.6,2075,0,2043,0.458444,-7.25853,0.0779048,7.38824,7.27826,7.17126,0.0269072,0.682614,7.2638,4.07863,7.09466,7.1709
26.6,2075,1,2043,0.267515,-7.48881,0.0773619,7.45251,7.42281,7.44781,-0.716284,0.559444,6.45992,3.5985,6.64825,6.85212
26.6,2075,2,2043,0.197145,-7.29705,0.0779093,7.24046,7.24733,7.26332,0.126881,0.691697,7.00872,4.02763,7.28018,7.76827
27.1,2080,0,2048,0.237535,-7.48324,0.0778035,7.34319,7.42821,7.25233,-0.0895161,0.660991,6.91647,3.67436,7.08986,7.14848
27.1,2080,1,2048,0.205748,-7.60794,0.0772505,7.50898,7.51069,7.48025,-0.618442,0.606539,6.9376,3.77533,6.64613,6.85347
27.1,2080,2,2048,0.253614,-7.39814,0.0778125,7.44207,7.29188,7.22735,0.190378,0.707664,7.27527,3.95479,7.28026,7.76819
27.6,2085,0,2053,0.279695,-7.40341,0.077702,7.29268,7.27563,7.43599,0.501198,0.716672,6.75577,3.90489,7.07937,7.18537
27.6,2085,1,2053,0.179181,-7.50471,0.0771405,7.38587,7.46202,7.49695,-0.764954,0.576988,6.608,3.85096,6.64711,6.88531
27.6,2085,2,2053,0.349035,-7.49832,0.0777191,7.37561,7.39595,7.41783,0.434502,0.723317,7.02571,4.18512,7.27019,7.81202
28.1,2090,0,2058,0.241345,-7.29638,0.0776058,7.3659,7.30654,7.20963,0.124676,0.686513,7.30821,3.9725,7.08111,7.17288
28.1,2090,1,2058,0.288182,-7.66486,0.0770305,7.63707,7.53539,7.54129,-0.918392,0.592603,6.48861,3.6637,6.64322,6.87782
28.1,2090,2,2058,0.233661,-7.47102,0.0776332,7.37638,7.40201,7.37566,0.400756,0.713799,7.1813,4.08815,7.26759,7.82565
28.6,2095,0,2063,0.413659,-7.53211,0.0775065,7.42192,7.43833,7.3415,-0.193909,0.658089,6.85393,3.99989,7.07368,7.16858
28.6,2095,1,2063,0.341538,-7.62296,0.0769183,7.52691,7.56273,7.53757,-0.864127,0.572209,6.52314,3.80041,6.63828,6.88782
28.6,2095,2,2063,0.323929,-7.46815,0.0775505,7.36368,7.3805,7.39419,0.0574538,0.673964,7.30987,4.26239,7.26894,7.84206
29.1,2100,0,2068,0.354456,-7.50962,0.0774027,7.44356,7.36677,7.49292,-0.390812,0.659995,7.04114,3.9467,7.07041,7.1818
29.1,2100,1,2068,0.20554,-7.53238,0.0768054,7.51158,7.4452,7.43381,-0.758682,0.583976,6.58285,3.68578,6.63327,6.90455
29.1,2100,2,2068,0.195969,-7.52917,0.0774655,7.41653,7.49651,7.448,0.180748,0.707337,7.45011,3.97044,7.2702,7.84405
29.6,2105,0,2073,0.369841,-7.45176,0.0772919,7.37826,7.46934,7.3761,-0.355993,0.64057,6.60158,4.02916,7.06301,7.17495
29.6,2105,1,2073,0.400426,-7.66789,0.0766935,7.63518,7.60231,7.58733,-0.693373,0.620479,6.52392,3.98812,6.63547,6.88152
29.6,2105,2,2073,0.439481,-7.51001,0.0773802,7.46667,7.4019,7.45236,0.202831,0.697706,6.90592,4.35572,7.26797,7.86156
30.1,2110,0,2078,0.337445,-7.74731,0.0771766,7.661,7.56839,7.56974,0.254401,0.703781,6.86804,4.18442,7.05591,7.21811
30.1,2110,1,2078,0.300028,-7.72695,0.0765823,7.58106,7.64628,7.65602,-0.68628,0.582193,6.35912,3.85035,6.62664,6.88535
30.1,2110,2,2078,0.311081,-7.78179,0.0772912,7.50126,7.72473,7.62941,0.39622,0.71149,7.21963,4.48862,7.26347,7.89093
30.6,2115,0,2083,0.346832,-7.80474,0.0770702,7.71621,7.72771,7.72543,0.167092,0.683393,6.94634,4.02051,7.05168,7.235
30.6,2115,1,2083,0.186817,-7.69442,0.0764725,7.65628,7.58932,7.60047,-0.822542,0.57553,6.75231,3.72658,6.62252,6.88941
30.6,2115,2,2083,0.233965,-7.72569,0.0772042,7.57013,7.63812,7.65437,0.313744,0.728136,7.26318,4.25092,7.25951,7.90151
31.1,2120,0,2088,0.363222,-7.66649,0.0769731,7.65993,7.54646,7.58381,0.14923,0.695573,7.16543,3.97065,7.04051,7.24909
31.1,2120,1,2088,0.266914,-7.79385,0.0763628,7.62212,7.73532,7.72152,-0.718855,0.564197,6.69398,3.83449,6.61842,6.89824
31.1,2120,2,2088,0.216465,-7.64431,0.0771216,7.5778,7.54254,7.48943,0.302245,0.705693,7.39983,4.2463,7.25514,7.9541
31.6,2125,0,2093,0.213785,-7.71045,0.0768804,7.63498,7.64087,7.62151,0.145512,0.702845,7.06495,4.17713,7.04294,7.26689
31.6,2125,1,2093,0.195688,-7.64199,0.076253,7.61618,7.53998,7.57643,-0.554186,0.609333,6.32782,3.86451,6.6153,6.89516
31.6,2125,2,2093,0.280328,-7.76233,0.0770387,7.67498,7.65412,7.71729,-0.131673,0.647897,7.11841,4.29598,7.24911,7.97917
32.1,2130,0,2098,0.216678,-7.78255,0.0767895,7.72885,7.73154,7.82402,0.119948,0.688948,7.00491,4.18117,7.04208,7.27298
32.1,2130,1,2098,0.275113,-7.7763,0.0761462,7.72467,7.75101,7.71895,-0.653422,0.580682,6.57585,3.8488,6.61069,6.92999
32.1,2130,2,2098,0.254497,-7.74184,0.0769455,7.7818,7.69511,7.65255,0.464103,0.723471,7.05216,4.24533,7.24226,8.00188
32.6,2135,0,2103,0.325771,-7.72156,0.0766982,7.62034,7.68895,7.62752,-0.178018,0.686859,7.04766,4.20521,7.03717,7.2865
32.6,2135,1,2103,0.20953,-7.73961,0.076039,7.66554,7.69931,7.6934,-0.36416,0.633996,6.58943,4.07386,6.60399,6.94487
32.6,2135,2,2103,0.226674,-7.88847,0.0768564,7.86687,7.76346,7.83069,0.403018,0.718374,6.80299,4.29504,7.23454,8.01711
33.1,2140,0,2108,0.345995,-7.83602,0.0766055,7.64725,7.66023,7.69616,-0.0415532,0.657907,6.98175,4.00255,7.04246,7.29486
33.1,2140,1,2108,0.242209,-7.82885,0.0759316,7.70455,7.69117,7.70844,-0.628792,0.621018,6.47948,3.82827,6.59485,6.93924
33.1,2140,2,2108,0.242034,-7.82566,0.0767704,7.75916,7.74117,7.76303,0.161646,0.681742,7.25145,4.3536,7.23342,8.0375
33.6,2145,0,2113,0.347101,-7.45499,0.0765115,7.55221,7.43472,7.45116,-0.0573795,0.658979,6.71757,4.06733,7.03831,7.28779
33.6,2145,1,2113,0.298121,-7.76532,0.0758245,7.7636,7.80563,7.75183,-0.597823,0.599766,6.49996,3.95564,6.59478,6.93097
33.6,2145,2,2113,0.508943,-7.77229,0.0766844,7.80373,7.71427,7.72492,0.413341,0.718269,7.20005,4.37014,7.2276,8.03995
34.1,2150,0,2118,0.374235,-7.78272,0.0764147,7.663,7.73739,7.6741,0.233765,0.697755,6.85441,4.02293,7.03278,7.29239
34.1,2150,1,2118,0.284855,-7.74261,0.0757191,7.73868,7.65743,7.63978,-0.791889,0.577637,6.48688,3.76718,6.59101,6.91583
34.1,2150,2,2118,0.399987,-7.66949,0.0766039,7.56984,7.58289,7.56253,0.319058,0.712629,7.18877,4.40354,7.23038,8.06118
34.6,2155,0,2123,0.361774,-7.86097,0.0763198,7.66968,7.75926,7.76114,0.183634,0.689085,7.42757,3.75511,7.03157,7.29189
34.6,2155,1,2123,0.289218,-7.78004,0.0756128,7.59976,7.74241,7.69037,-0.608258,0.613613,6.84504,3.601,6.59208,6.90241
34.6,2155,2,2123,0.288983,-7.56624,0.0765254,7.48227,7.4189,7.4894,0.509119,0.728457,7.12327,3.63038,7.22513,8.04794
35.1,2160,0,2128,0.357533,-7.59279,0.0762253,7.52314,7.55571,7.58652,0.224391,0.701975,7.03723,3.90961,7.02469,7.31742
35.1,2160,1,2128,0.1747,-7.64129,0.0755061,7.5373,7.4934,7.53602,-0.678727,0.600383,6.60407,3.73033,6.5865,6.93618
35.1,2160,2,2128,0.29669,-7.65616,0.0764482,7.48656,7.55961,7.48866,0.143252,0.687322,7.32158,3.98935,7.22155,8.08582
35.6,2165,0,2133,0.302895,-7.73839,0.0761373,7.65462,7.60314,7.591,0.58375,0.754551,6.75571,4.05524,7.02054,7.33445
35.6,2165,1,2133,0.245897,-7.86605,0.0753986,7.79422,7.81522,7.7524,-0.77928,0.588695,6.37244,3.99617,6.58225,6.93003
35.6,2165,2,2133,0.230394,-7.89266,0.0763647,7.81026,7.78645,7.80395,0.539484,0.741274,7.06705,4.43143,7.21623,8.10523
36.1,2170,0,2138,0.29927,-7.83285,0.0760522,7.79524,7.82476,7.84599,-0.220262,0.654601,6.5067,4.1108,7.00733,7.33358
36.1,2170,1,2138,0.445137,-7.80978,0.0752896,7.75869,7.77012,7.83648,-0.65063,0.634748,6.48256,4.16037,6.57117,6.96484
36.1,2170,2,2138,0.441997,-7.92741,0.0762831,7.88612,7.90212,7.92024,0.0503496,0.687035,7.10363,4.56638,7.21671,8.16212
36.6,2175,0,2143,0.353139,-7.83414,0.0759632,7.87693,7.7525,7.75501,0.124422,0.685625,7.09529,4.2382,6.99965,7.3224
36.6,2175,1,2143,0.271796,-7.81834,0.0751795,7.71457,7.82966,7.77417,-0.818984,0.586285,6.26809,4.00122,6.56997,6.9675
36.6,2175,2,2143,0.335848,-7.98165,0.0762042,7.91633,7.90451,7.88601,0.387988,0.72494,6.86843,4.3579,7.21597,8.15827
37.1,2180,0,2148,0.456197,-8.03277,0.0758752,7.88052,7.93927,7.99147,-0.0214238,0.68078,7.15992,4.28548,6.99589,7.36804
37.1,2180,1,2148,0.276673,-7.82079,0.0750693,7.74877,7.75292,7.77376,-0.61281,0.605817,6.75332,3.86642,6.57177,6.98783
37.1,2180,2,2148,0.277762,-7.80112,0.0761267,7.7387,7.68733,7.72161,0.279301,0.704622,6.83254,4.19108,7.21249,8.189
37.6,2185,0,2153,0.385995,-7.73878,0.0757854,7.73507,7.63534,7.66933,-0.00375936,0.651103,7.01407,4.03106,6.99228,7.37518
37.6,2185,1,2153,0.272107,-7.79812,0.0749608,7.79486,7.70389,7.67812,-0.708211,0.592456,6.86989,3.89669,6.57388,6.99173
37.6,2185,2,2153,0.299933,-7.82957,0.0760494,7.72875,7.75374,7.74728,0.5077,0.724764,7.04179,4.0739,7.2019,8.15577
38.1,2190,0,2158,0.249083,-7.97975,0.0756946,7.88599,7.92596,7.86225,0.0730581,0.684809,6.99428,4.31304,6.98591,7.37895
38.1,2190,1,2158,0.257319,-7.89927,0.0748529,7.83415,7.86271,7.89644,-0.561336,0.602002,6.62194,3.88984,6.57006,6.97564
38.1,2190,2,2158,0.29897,-7.97854,0.0759748,7.89189,7.85929,7.85783,0.474674,0.722499,6.88039,4.18607,7.19458,8.1844
38.6,2195,0,2163,0.390844,-7.84529,0.0756005,7.77139,7.72988,7.79648,0.171779,0.687829,6.99498,3.93759,6.98304,7.35846
38.6,2195,1,2163,0.199629,-7.83708,0.074746,7.76447,7.75471,7.76223,-0.61689,0.636509,6.55105,3.86918,6.56656,6.97647
38.6,2195,2,2163,0.341183,-7.96003,0.0759007,7.85714,7.83908,7.86879,0.558242,0.739203,7.00969,4.13527,7.1901,8.17705
39.1,2200,0,2168,0.525621,-7.69618,0.0755081,7.79185,7.64264,7.57991,-0.060903,0.661107,6.85685,4.23525,6.98459,7.36829
39.1,2200,1,2168,0.32667,-7.90637,0.0746417,7.96669,7.8882,7.81727,-0.27981,0.637415,6.53436,4.13041,6.56248,6.98914
39.1,2200,2,2168,0.247136,-8.23619,0.0758274,8.07309,8.1806,8.15143,0.499428,0.72177,6.91979,4.42771,7.18337,8.16275
39.6,2205,0,2173,0.335672,-8.00455,0.0754186,7.82975,7.90227,7.90816,0.416968,0.714508,6.9102,4.08694,6.98101,7.37726
39.6,2205,1,2173,0.202982,-8.07004,0.0745402,7.9305,7.98929,7.97605,-0.693649,0.622056,6.60828,4.00827,6.56853,6.9901
39.6,2205,2,2173,0.268145,-8.03206,0.075758,7.93748,7.98096,7.96384,0.420936,0.714633,7.23507,4.28004,7.18722,8.18196
40.1,2210,0,2178,0.325339,-8.01325,0.0753329,7.93634,7.95765,7.93002,0.2031,0.686693,7.05308,4.10702,6.97645,7.38038
40.1,2210,1,2178,0.21144,-8.023,0.0744377,7.91503,7.97136,7.96831,-0.589009,0.62733,6.44268,4.05186,6.56346,6.9936
40.1,2210,2,2178,0.340953,-8.02567,0.0756899,7.9116,7.94755,7.96894,0.663055,0.750672,6.87615,4.27714,7.17672,8.20844
40.6,2215,0,2183,0.345704,-7.80655,0.0752497,7.81789,7.74491,7.72401,0.206381,0.700651,6.72018,3.81585,6.97553,7.36561
40.6,2215,1,2183,0.427101,-7.88619,0.0743355,7.83783,7.7874,7.83447,-0.44837,0.640615,6.49556,3.77212,6.56401,7.00186
40.6,2215,2,2183,0.401008,-8.04081,0.0756284,7.98512,7.92041,7.91528,0.914957,0.769474,7.26871,4.41895,7.17087,8.21088
41.1,2220,0,2188,0.422292,-8.07677,0.0751654,7.94804,7.91724,7.9199,0.302077,0.707661,7.20052,3.92499,6.98299,7.35611
41.1,2220,1,2188,0.189117,-8.06199,0.0742348,7.8486,7.99306,7.96041,-0.56503,0.617954,6.59591,3.8659,6.56263,7.01674
41.1,2220,2,2188,0.346506,-8.03067,0.075575,7.922,8.00812,8.02152,0.0622698,0.680855,7.1596,4.20763,7.17146,8.20899
41.6,2225,0,2193,0.383277,-8.04528,0.0750831,7.90184,8.02956,8.01701,0.149535,0.696961,6.69082,3.67415,6.98077,7.34469
41.6,2225,1,2193,0.397466,-8.14119,0.0741322,8.10094,8.07273,8.11867,-0.767237,0.575001,6.86827,3.83062,6.56454,7.02193
41.6,2225,2,2193,0.355859,-7.78489,0.0755084,7.83062,7.65457,7.6356,0.33823,0.706145,7.45263,4.12986,7.17392,8.21013
42.1,2230,0,2198,0.333999,-7.79667,0.0750001,7.8045,7.74123,7.71451,0.124986,0.682425,6.95697,3.96561,6.98064,7.32795
42.1,2230,1,2198,0.206892,-8.14634,0.0740279,8.07379,8.08363,8.04941,-0.385033,0.616915,6.19689,3.71892,6.56055,7.01806
42.1,2230,2,2198,0.309825,-8.15479,0.0754375,8.04734,8.04354,8.09073,0.474011,0.714254,7.38716,4.48858,7.17673,8.22277
42.6,2235,0,2203,0.303007,-7.95149,0.0749159,7.77737,7.86714,7.87808,0.26241,0.704964,7.17388,3.78061,6.97943,7.34584
42.6,2235,1,2203,0.282908,-7.9827,0.073924,8.09599,7.93755,7.95147,-0.449473,0.606372,6.48289,3.90794,6.55808,7.04921
42.6,2235,2,2203,0.316859,-7.94972,0.0753645,7.91969,7.86025,7.86296,0.490377,0.719146,7.14239,4.16632,7.17541,8.23833
43.1,2240,0,2208,0.394823,-7.91325,0.0748285,7.76719,7.84034,7.84507,0.103746,0.6725,6.49884,4.10919,6.97342,7.3507
43.1,2240,1,2208,0.326376,-8.06364,0.0738214,7.94159,8.00726,7.97549,-0.394304,0.639723,6.36905,4.21945,6.54854,7.07327
43.1,2240,2,2208,0.400323,-8.25264,0.0752947,8.16751,8.17853,8.1718,0.645861,0.74867,6.8539,4.54896,7.16923,8.24814
43.6,2245,0,2213,0.354493,-7.78861,0.0747399,7.67415,7.71398,7.66575,-0.0246447,0.67928,6.7954,4.15023,6.97162,7.35371
43.6,2245,1,2213,0.388424,-8.13348,0.0737196,8.05687,8.05895,8.04774,-0.807677,0.582349,6.49141,3.97025,6.54198,7.07876
43.6,2245,2,2213,0.481181,-8.14338,0.0752288,8.1988,8.06194,8.08795,0.357841,0.704969,6.82462,4.39133,7.16739,8.28502
44.1,2250,0,2218,0.313613,-8.37042,0.0746518,8.21454,8.29749,8.29329,-0.0911948,0.681392,7.12902,3.96895,6.97268,7.33751
44.1,2250,1,2218,0.194199,-8.11497,0.0736158,8.07838,8.09168,8.05581,-0.754443,0.56348,6.44593,3.77326,6.53959,7.0727
44.1,2250,2,2218,0.291356,-8.15779,0.0751612,8.01618,8.01327,8.05974,0.587631,0.724048,7.17127,4.25969,7.16659,8.28028
44.6,2255,0,2223,0.2985,-7.85593,0.0745626,7.84276,7.7674,7.78106,0.0413044,0.668975,6.89026,3.77611,6.97286,7.3279
44.6,2255,1,2223,0.250151,-8.1155,0.0735091,8.10952,8.01075,8.03569,-0.760459,0.596677,6.42529,3.71133,6.53616,7.0717
44.6,2255,2,2223,0.363692,-8.17469,0.0750965,8.02251,8.1351,8.1021,0.626148,0.732398,7.27449,4.2379,7.166,8.28098
45.1,2260,0,2228,0.531947,-7.98794,0.0744706,7.9512,7.85339,7.81695,0.476216,0.737778,6.54779,3.90956,6.96576,7.33489
45.1,2260,1,2228,0.243281,-8.10867,0.0734015,8.12414,8.03241,8.02315,-0.564568,0.595413,6.4611,4.17257,6.53163,7.07845
45.1,2260,2,2228,0.327162,-8.24012,0.0750345,8.25675,8.15528,8.17003,0.321515,0.731826,7.05527,4.54346,7.1701,8.3084
45.6,2265,0,2233,0.46771,-8.26238,0.0743822,8.05065,8.15512,8.19197,0.24371,0.682055,6.92275,4.03425,6.96638,7.31179
45.6,2265,1,2233,0.251876,-8.1792,0.0732947,8.0115,8.13331,8.10583,-0.464321,0.637121,6.33628,3.93614,6.53008,7.06066
45.6,2265,2,2233,0.342682,-8.31528,0.0749683,8.26691,8.18945,8.20987,0.612324,0.723602,7.02039,4.3744,7.16615,8.29305
46.1,2270,0,2238,0.450815,-7.95375,0.0742984,7.89109,7.85557,7.84169,0.240493,0.693909,7.06593,4.16811,6.96293,7.32805
46.1,2270,1,2238,0.314823,-8.1099,0.0731884,8.06438,8.03631,8.064,-0.71793,0.58917,6.28454,3.80921,6.52763,7.08007
46.1,2270,2,2238,0.399372,-8.09012,0.0749018,8.13215,8.03976,7.99965,0.0573429,0.655666,6.99317,4.45595,7.15965,8.33118
46.6,2275,0,2243,0.295932,-8.02316,0.0742177,7.99243,7.99914,8.01218,0.643089,0.741747,6.8194,4.00723,6.96601,7.32604
46.6,2275,1,2243,0.236332,-8.17131,0.073082,8.12758,8.16031,8.15076,-0.684013,0.617102,6.46361,3.97917,6.52714,7.07906
46.6,2275,2,2243,0.296271,-8.37111,0.0748308,8.1368,8.29026,8.257,0.236656,0.690946,7.09354,4.3896,7.15623,8.31455
47.1,2280,0,2248,0.360204,-8.3413,0.0741384,8.28811,8.22554,8.17489,-0.0676608,0.656354,6.98725,4.0421,6.95782,7.32844
47.1,2280,1,2248,0.281773,-8.14069,0.0729763,8.03272,8.06885,8.08379,-0.41144,0.616761,6.70949,4.10669,6.52228,7.09776
47.1,2280,2,2248,0.272331,-8.03555,0.0747616,8.04871,8.00078,8.01427,0.366266,0.721579,6.83803,4.29899,7.15431,8.36695
47.6,2285,0,2253,0.694613,-8.48451,0.0740551,8.30126,8.34557,8.39868,0.148887,0.673201,6.65647,3.94867,6.95258,7.33374
47.6,2285,1,2253,0.366505,-8.34525,0.0728742,8.2147,8.30639,8.35232,-0.467658,0.598101,6.96549,4.22947,6.52464,7.12392
47.6,2285,2,2253,0.199738,-8.29871,0.0746894,8.21661,8.16265,8.1934,0.410258,0.71793,6.94429,4.46138,7.14646,8.38201
48.1,2290,0,2258,0.376401,-8.23331,0.073974,8.23408,8.14051,8.18193,0.297984,0.704896,7.02104,4.17779,6.95407,7.34551
48.1,2290,1,2258,0.195739,-8.29541,0.0727747,8.2457,8.27707,8.24398,-0.594231,0.597883,6.4209,4.16889,6.52076,7.13018
48.1,2290,2,2258,0.408425,-8.40736,0.0746241,8.24815,8.39245,8.34129,0.320898,0.681079,6.8444,4.42647,7.13642,8.43103
48.6,2295,0,2263,0.371336,-8.2676,0.0738979,8.19877,8.24835,8.21164,0.250346,0.705188,7.16337,3.96396,6.95772,7.35398
48.6,2295,1,2263,0.232684,-8.29061,0.0726757,8.2562,8.21044,8.21728,-0.312798,0.626914,6.37248,4.07748,6.52009,7.15298
48.6,2295,2,2263,0.335463,-8.0899,0.0745556,8.12002,8.03852,8.0696,0.685871,0.744781,6.94078,4.34779,7.13078,8.4083
49.1,2300,0,2268,0.605664,-8.2245,0.0738181,8.32292,8.14204,8.17762,0.0940005,0.673154,6.75278,4.23396,6.9527,7.35848
49.1,2300,1,2268,0.327047,-8.39004,0.0725771,8.3254,8.33439,8.38096,-0.427943,0.642407,6.43028,4.03556,6.51955,7.16916
49.1,2300,2,2268,0.276438,-8.36536,0.0744903,8.27817,8.30419,8.27882,0.71635,0.750136,6.88383,4.55228,7.12029,8.40731
49.6,2305,0,2273,0.48144,-8.25914,0.0737311,8.06611,8.19562,8.15471,0.231607,0.681926,6.84613,4.00022,6.95426,7.344
49.6,2305,1,2273,0.346543,-8.02925,0.072478,8.0789,7.95996,7.96728,-0.499233,0.621419,6.24565,3.85146,6.51917,7.16215
49.6,2305,2,2273,0.351537,-8.28522,0.0744303,8.21583,8.2314,8.23378,0.639877,0.757094,6.89777,4.443,7.11922,8.40782
50.1,2310,0,2278,0.335679,-8.30112,0.0736458,8.25301,8.19473,8.26513,0.133121,0.696722,7.06502,4.03693,6.95769,7.35778
50.1,2310,1,2278,0.226428,-8.4294,0.0723784,8.2098,8.33059,8.31514,-0.628341,0.589759,6.55638,3.78434,6.51739,7.1593
50.1,2310,2,2278,0.366376,-8.38498,0.0743707,8.41493,8.27981,8.25498,0.611157,0.747793,7.14937,4.38737,7.11422,8.38698
50.6,2315,0,2283,0.368951,-8.25875,0.0735612,8.17783,8.12512,8.08162,0.437905,0.698613,6.95677,4.07493,6.9514,7.38073
50.6,2315,1,2283,0.229454,-8.53302,0.0722747,8.44954,8.53089,8.53511,-0.579153,0.592024,6.66143,3.85427,6.51882,7.14937
50.6,2315,2,2283,0.289256,-8.33765,0.0743066,8.19514,8.21832,8.24235,0.241731,0.699884,7.17238,4.04246,7.11586,8.37881
51.1,2320,0,2288,0.366267,-8.332,0.0734821,8.26487,8.23482,8.31319,0.309149,0.684216,6.98712,3.86834,6.95611,7.37904
51.1,2320,1,2288,0.305107,-8.24376,0.0721706,8.29972,8.11764,8.15459,-0.547279,0.609918,6.50893,3.87526,6.51758,7.17062
51.1,2320,2,2288,0.281219,-8.25416,0.0742389,8.11481,8.20418,8.16199,0.885056,0.762928,7.11943,4.10545,7.11546,8.38069
51.6,2325,0,2293,0.368725,-8.22174,0.0734065,8.19102,8.14552,8.08294,0.103971,0.658207,7.16143,4.0503,6.95996,7.40347
51.6,2325,1,2293,0.306095,-8.62199,0.072068,8.34822,8.49502,8.48918,-0.553926,0.608718,6.18157,3.85936,6.51651,7.19691
51.6,2325,2,2293,0.364321,-8.60329,0.074176,8.48872,8.49992,8.54349,0.534146,0.740385,7.2036,4.45192,7.11049,8.38046
52.1,2330,0,2298,0.328203,-8.336,0.0733239,8.25677,8.22372,8.25305,-0.0266021,0.680363,6.74388,4.10944,6.95345,7.39449
52.1,2330,1,2298,0.367651,-8.49862,0.0719658,8.34194,8.48761,8.49462,-0.698522,0.580056,6.31181,4.06934,6.50629,7.22391
52.1,2330,2,2298,0.475509,-8.70954,0.074114,8.60885,8.68844,8.63741,0.587944,0.739194,7.08243,4.58273,7.10129,8.39458
52.6,2335,0,2303,0.272241,-8.21171,0.073238,8.11714,8.12198,8.09397,0.443732,0.735667,6.90689,3.77385,6.9447,7.3767
52.6,2335,1,2303,0.25013,-8.25393,0.0718642,8.31897,8.2023,8.19681,-0.742633,0.569412,6.60124,4.00311,6.50523,7.22241
52.6,2335,2,2303,0.278678,-8.41347,0.0740471,8.32812,8.31907,8.36419,0.461954,0.721158,7.04218,4.23744,7.10529,8.424
53.1,2340,0,2308,0.434364,-8.51831,0.07316,8.41406,8.46016,8.47212,0.525261,0.709522,6.65387,4.02749,6.94402,7.39331
