time_s,step,agent,buffer_size,critic_loss,actor_loss,alpha,target_q_mean,q1_mean,q2_mean,log_prob_mean,action_abs_mean,obs_mean,obs_std,obs_norm_mean,obs_norm_var
53.1,2340,1,2308,0.417463,-8.5248,0.0717606,8.41403,8.45062,8.50463,-0.752198,0.57044,6.35934,4.30761,6.49804,7.22695
53.1,2340,2,2308,0.394464,-8.79516,0.0739758,8.8373,8.725,8.71479,0.536335,0.729345,7.12552,4.81412,7.10389,8.43244
53.6,2345,0,2313,0.45504,-8.52679,0.073084,8.45547,8.42764,8.43366,0.203937,0.704077,6.74634,4.02481,6.94202,7.38015
53.6,2345,1,2313,0.226858,-8.40254,0.0716551,8.3367,8.33719,8.3513,-0.399766,0.638493,6.48977,4.1983,6.49456,7.22959
53.6,2345,2,2313,0.378287,-8.60485,0.0739065,8.40283,8.52345,8.58784,0.856702,0.781466,6.80529,4.67776,7.09654,8.4394
54.1,2350,0,2318,0.41741,-8.36246,0.0730039,8.27957,8.33932,8.37599,0.562925,0.734919,6.65314,4.1114,6.93344,7.37709
54.1,2350,1,2318,0.264655,-8.31285,0.0715524,8.26287,8.31329,8.31131,-0.511549,0.615666,6.49862,4.21856,6.4921,7.24412
54.1,2350,2,2318,0.323267,-8.65284,0.0738354,8.65216,8.62955,8.58222,0.804958,0.756326,6.73344,4.5735,7.08813,8.45796
54.6,2355,0,2323,0.387332,-8.60578,0.0729223,8.53166,8.50854,8.49011,0.306389,0.704375,7.08511,4.16035,6.93006,7.37612
54.6,2355,1,2323,0.233281,-8.35829,0.0714534,8.33201,8.30221,8.24922,-0.439043,0.594364,6.37157,3.89227,6.4894,7.24536
54.6,2355,2,2323,0.456644,-8.4699,0.0737699,8.40968,8.42054,8.41496,0.502741,0.725257,6.99588,4.17377,7.08616,8.45802
55.1,2360,0,2328,0.377547,-8.3694,0.0728421,8.31487,8.34152,8.34946,0.442847,0.723727,6.75353,3.91806,6.92874,7.34927
55.1,2360,1,2328,0.149243,-8.50378,0.0713541,8.46414,8.46953,8.4649,-0.660727,0.589696,6.3498,4.16438,6.48577,7.24619
55.1,2360,2,2328,0.380335,-8.83561,0.0737045,8.64603,8.7215,8.73325,0.300146,0.698117,6.85391,4.56013,7.08178,8.4374
55.6,2365,0,2333,0.321452,-8.46648,0.0727662,8.44445,8.33321,8.33453,0.570353,0.73929,6.79681,3.74749,6.92461,7.32532
55.6,2365,1,2333,0.252237,-8.49881,0.0712537,8.39242,8.4495,8.47607,-0.439637,0.606648,6.78617,3.99637,6.48258,7.2558
55.6,2365,2,2333,0.475299,-8.61242,0.073639,8.45023,8.57483,8.57223,0.268461,0.697737,7.04651,4.27262,7.0745,8.44511
56.1,2370,0,2338,0.316573,-8.45871,0.0726891,8.22035,8.34442,8.34279,0.534132,0.726662,6.91401,3.82095,6.92345,7.32486
56.1,2370,1,2338,0.202407,-8.38281,0.0711528,8.34447,8.36321,8.38791,-0.555629,0.626128,6.74824,3.82556,6.47891,7.24752
56.1,2370,2,2338,0.346155,-8.47075,0.0735749,8.41839,8.36332,8.30986,0.295175,0.705303,7.04897,4.22735,7.07218,8.47433
56.6,2375,0,2343,0.517989,-8.44604,0.0726099,8.61271,8.37734,8.4014,0.160716,0.685628,6.67429,4.23371,6.92175,7.31549
56.6,2375,1,2343,0.412316,-8.59636,0.0710514,8.56834,8.49935,8.50314,-0.685867,0.559044,6.40472,4.1838,6.4757,7.25034
56.6,2375,2,2343,0.253958,-9.02233,0.0735066,8.95555,8.96372,8.93367,0.399168,0.725605,6.79957,4.70115,7.06487,8.49152
57.1,2380,0,2348,0.303047,-8.38736,0.0725307,8.36501,8.25467,8.22201,0.0920611,0.679948,7.13342,3.80045,6.92353,7.30712
57.1,2380,1,2348,0.295564,-8.50908,0.0709493,8.31222,8.43764,8.48188,-0.451126,0.62059,6.2448,3.85115,6.46853,7.23722
57.1,2380,2,2348,0.434701,-8.51465,0.0734381,8.33941,8.41559,8.38474,0.678565,0.766768,6.9631,4.37704,7.05659,8.46745
57.6,2385,0,2353,0.237618,-8.72405,0.0724544,8.56675,8.64625,8.65833,0.358935,0.708283,6.61102,3.94995,6.91787,7.29702
57.6,2385,1,2353,0.235922,-8.61437,0.0708479,8.50939,8.60333,8.5691,-0.623375,0.586393,6.34561,4.18631,6.46336,7.23512
57.6,2385,2,2353,0.256072,-8.72637,0.0733727,8.6366,8.7075,8.76874,0.544876,0.727739,6.88839,4.70824,7.05297,8.49183
58.1,2390,0,2358,0.321174,-8.49314,0.0723815,8.60929,8.44655,8.46999,0.281537,0.695229,6.91219,4.29705,6.91048,7.3129
58.1,2390,1,2358,0.266905,-8.4665,0.070748,8.4578,8.40466,8.40696,-0.672241,0.586463,6.37596,4.22808,6.46233,7.26819
58.1,2390,2,2358,0.459476,-8.54718,0.0733165,8.49483,8.4202,8.40038,0.489997,0.731077,6.37057,4.37285,7.03931,8.50141
58.6,2395,0,2363,0.352392,-8.64266,0.0723113,8.58464,8.60355,8.52285,0.100515,0.685752,7.00954,3.98527,6.91072,7.27625
58.6,2395,1,2363,0.242437,-8.65599,0.0706498,8.60427,8.64011,8.61786,-0.501828,0.590885,6.66606,4.01466,6.4618,7.25984
58.6,2395,2,2363,0.200565,-8.81,0.0732549,8.70303,8.73682,8.69777,0.535184,0.73364,7.31504,4.22244,7.03828,8.47275
59.1,2400,0,2368,0.295393,-8.63245,0.0722378,8.4808,8.53352,8.62943,0.0020687,0.661183,6.69593,3.77244,6.90431,7.26172
59.1,2400,1,2368,0.198611,-8.7574,0.0705513,8.66019,8.62614,8.64577,-0.695277,0.584651,6.55287,4.22056,6.45523,7.26927
59.1,2400,2,2368,0.288122,-8.57007,0.073191,8.57617,8.45655,8.52514,0.587399,0.731055,7.21963,4.46218,7.03736,8.45626
59.6,2405,0,2373,0.341864,-8.54836,0.0721617,8.47313,8.46838,8.42086,0.215848,0.688835,7.03399,3.95837,6.90244,7.25268
59.6,2405,1,2373,0.235982,-8.55254,0.0704522,8.52361,8.51658,8.49082,-0.763333,0.578036,6.48684,3.79947,6.4524,7.27495
59.6,2405,2,2373,0.337568,-8.61089,0.0731267,8.55993,8.50672,8.45829,0.365549,0.724709,6.9357,4.18099,7.03134,8.44601
60.1,2410,0,2378,0.300456,-8.62589,0.0720841,8.50463,8.5561,8.59447,0.101336,0.67321,7.21833,4.04617,6.90258,7.26118
60.1,2410,1,2378,0.264668,-8.62065,0.0703508,8.67692,8.47723,8.59024,-0.815673,0.557392,6.31979,3.96421,6.45138,7.3017
60.1,2410,2,2378,0.39331,-8.73806,0.0730565,8.7374,8.72765,8.78046,0.354935,0.714958,7.05959,4.52096,7.02815,8.47234
60.6,2415,0,2383,0.441903,-8.45286,0.0720085,8.42522,8.36348,8.33543,0.383065,0.713291,7.04346,3.78003,6.90628,7.25054
60.6,2415,1,2383,0.299756,-8.64227,0.0702509,8.57365,8.57598,8.49799,-0.354437,0.618213,6.32864,3.97881,6.44912,7.30937
60.6,2415,2,2383,0.323091,-8.48693,0.0729876,8.55425,8.37148,8.36141,0.506094,0.730535,7.01955,4.30946,7.02658,8.44831
61.1,2420,0,2388,0.416684,-8.71244,0.071938,8.52527,8.61816,8.61544,0.577606,0.755349,7.21795,3.88034,6.91321,7.22106
61.1,2420,1,2388,0.249468,-8.65958,0.0701529,8.61844,8.64245,8.686,-0.58163,0.592961,6.53507,4.00896,6.45366,7.30518
61.1,2420,2,2388,0.307386,-8.85568,0.0729211,8.65324,8.72252,8.78556,0.432029,0.713378,6.91203,4.29512,7.02297,8.40881
61.6,2425,0,2393,0.329835,-8.87308,0.0718759,8.77804,8.81581,8.77388,0.40629,0.710931,6.5759,4.00064,6.90646,7.16862
61.6,2425,1,2393,0.265031,-8.65971,0.0700542,8.6018,8.56623,8.55134,-0.545766,0.594479,6.80206,4.23513,6.46071,7.33048
61.6,2425,2,2393,0.316193,-8.79412,0.0728605,8.69789,8.77193,8.78574,0.348218,0.702869,6.86377,4.45483,7.01816,8.39784
62.1,2430,0,2398,0.31506,-8.495,0.0718136,8.44254,8.39185,8.41392,0.48941,0.729017,6.80054,4.07373,6.90464,7.14019
62.1,2430,1,2398,0.236637,-8.78263,0.0699567,8.71777,8.72288,8.74829,-0.383012,0.647224,6.15722,3.92094,6.45475,7.30981
62.1,2430,2,2398,0.348149,-8.82017,0.0728033,8.79977,8.70128,8.65485,0.52901,0.74285,7.32583,4.57423,7.01814,8.37915
62.6,2435,0,2403,0.295853,-8.83355,0.0717495,8.69946,8.77881,8.75144,0.491755,0.711878,6.75948,3.92262,6.9088,7.10206
62.6,2435,1,2403,0.247149,-8.70651,0.0698598,8.5851,8.63418,8.62495,-0.607408,0.621177,6.51901,3.83568,6.4536,7.29779
62.6,2435,2,2403,0.35941,-8.79522,0.0727445,8.67854,8.70458,8.73101,0.747646,0.749152,7.38466,4.38017,7.01835,8.37232
63.1,2440,0,2408,0.316288,-8.53274,0.0716824,8.52373,8.38776,8.40584,0.144366,0.699036,6.91545,3.78869,6.90851,7.10712
63.1,2440,1,2408,0.261548,-8.64534,0.0697612,8.56132,8.61038,8.5845,-0.669317,0.619531,6.62033,4.16236,6.4558,7.33566
63.1,2440,2,2408,0.375705,-8.74413,0.0726805,8.54743,8.66065,8.61114,0.530694,0.734364,6.83806,4.22884,7.01542,8.3771
63.6,2445,0,2413,0.280061,-8.52728,0.0716099,8.44177,8.48503,8.43359,0.382815,0.72771,6.87776,4.02442,6.9139,7.10334
63.6,2445,1,2413,0.279663,-8.57133,0.069662,8.6355,8.53811,8.53197,-0.53748,0.600879,6.51979,3.96215,6.45529,7.32483
63.6,2445,2,2413,0.260869,-8.72317,0.07261,8.74277,8.63538,8.68784,0.607912,0.753571,7.03662,4.39443,7.0128,8.36854
64.1,2450,0,2418,0.278994,-8.72761,0.071537,8.61205,8.6327,8.65091,0.688691,0.738394,6.88453,4.11985,6.91153,7.11393
64.1,2450,1,2418,0.256772,-8.85602,0.0695626,8.77493,8.77098,8.76785,-0.547499,0.615315,6.04527,3.97749,6.44902,7.32755
64.1,2450,2,2418,0.324226,-8.89663,0.0725423,8.89286,8.82179,8.79409,1.31666,0.81492,7.02842,4.83852,7.00746,8.40002
64.6,2455,0,2423,0.479108,-8.7882,0.0714677,8.71416,8.69288,8.72228,0.594395,0.716523,6.8645,3.9196,6.91756,7.04958
64.6,2455,1,2423,0.212065,-8.85125,0.0694644,8.84453,8.86091,8.82344,-0.594327,0.600282,6.56739,4.07556,6.45156,7.33139
64.6,2455,2,2423,0.288482,-8.87541,0.0724862,8.74269,8.74599,8.77125,0.464103,0.719803,6.94355,4.34935,7.00674,8.33328
65.1,2460,0,2428,0.371801,-8.65953,0.0714011,8.64886,8.61547,8.54014,0.880334,0.75209,7.04599,3.94179,6.91726,7.05245
65.1,2460,1,2428,0.357752,-8.80055,0.0693658,8.7471,8.68243,8.72697,-0.509481,0.598217,6.58709,3.79133,6.44386,7.32442
65.1,2460,2,2428,0.420856,-8.81102,0.0724284,8.69241,8.72546,8.75578,0.12911,0.691853,7.12659,4.16829,7.00919,8.34493
65.6,2465,0,2433,0.417174,-8.8724,0.0713415,8.73553,8.76453,8.80179,0.48861,0.717863,6.66509,3.98168,6.90848,7.04529
65.6,2465,1,2433,0.478275,-9.02637,0.069268,8.95702,8.99329,8.94741,-0.556982,0.616267,6.30337,4.12806,6.44196,7.3284
65.6,2465,2,2433,0.587479,-8.93379,0.0723736,9.0557,8.88393,8.84937,0.705814,0.744111,7.1777,4.47056,7.01449,8.35474
66.1,2470,0,2438,0.495378,-8.96276,0.071284,8.82432,8.95606,8.94948,0.501406,0.73055,6.78099,3.90247,6.90755,7.03934
66.1,2470,1,2438,0.394663,-8.86203,0.0691702,8.84555,8.81685,8.88907,-0.84745,0.566223,6.71503,4.10047,6.44538,7.29994
66.1,2470,2,2438,0.423291,-9.10682,0.0723145,9.0053,8.98191,8.99951,0.0762925,0.674591,7.07511,4.40857,7.01385,8.34588
66.6,2475,0,2443,0.457163,-8.89395,0.071218,8.8869,8.79045,8.80646,0.478345,0.717295,6.68078,3.82762,6.9067,7.03105
66.6,2475,1,2443,0.3489,-8.87408,0.0690709,8.85602,8.82919,8.69412,-0.459379,0.626503,6.88462,4.27279,6.44815,7.2819
66.6,2475,2,2443,0.47061,-9.1801,0.0722436,9.04345,9.14508,9.17798,0.643962,0.743359,6.93942,4.33287,7.00419,8.32316
67.1,2480,0,2448,0.688311,-9.275,0.0711463,9.20694,9.1521,9.14641,0.426838,0.708289,6.70942,3.94018,6.90433,7.03258
67.1,2480,1,2448,0.331897,-8.99607,0.0689755,8.77674,8.88039,8.96617,-0.462199,0.650911,6.34992,4.19413,6.44905,7.29013
67.1,2480,2,2448,0.705515,-9.03028,0.0721817,9.00628,8.94969,8.98173,0.768203,0.760369,7.1702,4.7178,7.00298,8.33959
67.6,2485,0,2453,0.414115,-8.7865,0.0710695,8.67594,8.74274,8.77522,0.300516,0.717963,6.85159,3.96597,6.89842,7.02508
67.6,2485,1,2453,0.357432,-8.79583,0.0688801,8.79474,8.83329,8.81372,-0.657834,0.589931,6.29193,4.08996,6.44357,7.26785
67.6,2485,2,2453,0.723508,-9.15555,0.0721253,9.06225,9.07919,9.02273,0.720365,0.749364,6.96879,4.50567,7.0003,8.33539
68.1,2490,0,2458,0.425473,-8.83504,0.0709973,8.88825,8.75446,8.69639,0.608364,0.739323,6.94395,4.1553,6.8978,7.03018
68.1,2490,1,2458,0.324539,-8.82049,0.0687824,8.97767,8.79481,8.71685,-0.639032,0.605444,6.43529,4.28018,6.44057,7.27649
68.1,2490,2,2458,0.547813,-9.12703,0.0720785,9.1533,9.03839,9.11797,0.511517,0.722542,6.88593,4.60831,6.99503,8.35582
68.6,2495,0,2463,0.372114,-8.88121,0.0709374,8.73404,8.74949,8.76745,0.772469,0.74893,6.89221,3.95938,6.89308,7.06084
68.6,2495,1,2463,0.27143,-8.88768,0.0686825,8.76437,8.81413,8.89209,-0.636173,0.584206,6.63238,3.96531,6.44393,7.29176
68.6,2495,2,2463,0.507133,-8.83838,0.0720271,8.69291,8.78524,8.69346,0.708235,0.747399,6.88749,4.1568,6.99256,8.36159
69.1,2500,0,2468,0.405271,-8.81523,0.0708843,8.72359,8.72886,8.80113,0.0501657,0.669177,6.89001,3.87032,6.88827,7.06621
69.1,2500,1,2468,0.399525,-8.94423,0.0685818,8.95253,8.9471,8.84548,-0.449004,0.621899,6.45858,3.91986,6.44665,7.28333
69.1,2500,2,2468,0.433179,-9.08201,0.0719726,9.02732,9.0331,9.04948,0.534974,0.712601,6.99423,4.38664,6.98729,8.3721
69.6,2505,0,2473,0.326382,-8.84349,0.0708248,8.76603,8.80974,8.6695,0.0113753,0.681189,6.9426,4.025,6.88504,7.05206
69.6,2505,1,2473,0.448098,-8.91666,0.0684855,8.84694,8.81011,8.93048,-0.539282,0.632694,6.26352,4.15321,6.44677,7.31077
69.6,2505,2,2473,0.478122,-9.00321,0.071915,8.906,8.96494,8.89877,0.760498,0.734157,6.92844,4.5542,6.98687,8.4239
70.1,2510,0,2478,0.373319,-8.994,0.0707557,8.83865,8.84901,8.9637,0.455465,0.730082,6.88882,3.91102,6.88562,7.03936
70.1,2510,1,2478,0.381123,-8.92247,0.0683918,8.8408,8.96729,8.8364,-0.581507,0.616502,6.56917,4.01049,6.44552,7.27647
70.1,2510,2,2478,0.207578,-9.18387,0.0718579,8.97341,9.06655,9.09662,0.516071,0.721906,6.79799,4.3027,6.98524,8.4116
70.6,2515,0,2483,0.317617,-9.17146,0.0706904,9.15021,9.10006,9.1478,0.102037,0.679614,6.63205,3.87789,6.88155,7.02651
70.6,2515,1,2483,0.29206,-8.92831,0.0682991,8.90242,8.8523,8.91276,-0.491073,0.627605,6.47766,4.37275,6.44256,7.27696
70.6,2515,2,2483,0.329482,-9.19933,0.071799,9.17779,9.13635,9.15934,0.361736,0.719599,6.84152,4.58441,6.98112,8.4152
71.1,2520,0,2488,0.473652,-8.98808,0.0706241,8.87931,8.90262,8.79226,0.486815,0.721962,6.93783,3.88391,6.8762,7.02061
71.1,2520,1,2488,0.33441,-9.05102,0.0682066,8.9768,9.0151,8.93092,-0.250586,0.610536,6.33371,4.1098,6.436,7.28213
71.1,2520,2,2488,0.41307,-9.09152,0.0717333,8.92622,8.91017,8.94931,0.450281,0.71972,7.15723,4.57422,6.98384,8.46637
71.6,2525,0,2493,0.517763,-9.16523,0.0705585,9.1,9.07825,9.22578,0.452554,0.719671,6.83839,4.00863,6.87437,6.9889
71.6,2525,1,2493,0.375569,-9.02748,0.0681148,9.0045,9.01925,9.0565,-0.613105,0.592776,6.43799,4.25591,6.43872,7.26646
71.6,2525,2,2493,0.628039,-9.38583,0.0716664,9.22716,9.36882,9.35671,0.377832,0.710957,6.96474,4.50619,6.98713,8.43683
72.1,2530,0,2498,0.357242,-8.86668,0.0704949,8.84898,8.81172,8.72896,0.476861,0.740134,6.75033,3.89929,6.86908,6.97181
72.1,2530,1,2498,0.41227,-8.92715,0.0680217,8.94284,8.8115,8.84447,-0.501092,0.658785,6.64623,4.33425,6.44179,7.26979
72.1,2530,2,2498,0.357035,-9.15509,0.071601,9.20382,9.11073,9.03868,0.882172,0.762207,6.85287,4.36716,6.98357,8.4299
72.6,2535,0,2503,0.544537,-9.13943,0.0704285,9.01259,9.02732,9.07769,0.3428,0.721548,6.91053,3.73653,6.86629,6.93597
72.6,2535,1,2503,0.257092,-9.20483,0.0679272,9.0877,9.1222,9.13828,-0.660022,0.589341,6.5561,3.98982,6.44854,7.2829
72.6,2535,2,2503,0.428545,-9.13872,0.0715441,9.10012,9.04335,9.11564,0.668302,0.738347,7.15608,4.22872,6.97772,8.39686
73.1,2540,0,2508,0.291462,-8.98569,0.0703609,8.99782,8.99293,8.97093,0.726275,0.754142,7.02813,4.08191,6.86913,6.93388
73.1,2540,1,2508,0.416261,-8.95642,0.0678294,8.97217,8.97298,8.98625,-0.52727,0.611973,6.52724,4.06419,6.44627,7.28605
73.1,2540,2,2508,0.409396,-9.14963,0.0714842,9.13538,9.11887,9.10287,0.662956,0.738623,6.75984,4.27313,6.97963,8.38795
73.6,2545,0,2513,0.337423,-9.05815,0.0702972,8.93068,9.01052,8.94672,0.474319,0.718875,6.81939,4.05841,6.87093,6.9489
73.6,2545,1,2513,0.300185,-8.97195,0.0677311,8.96676,8.85895,8.85991,-0.527819,0.621028,6.35194,4.08691,6.44579,7.27995
73.6,2545,2,2513,0.67667,-9.31675,0.0714235,9.09837,9.28438,9.27958,0.641241,0.741798,6.74939,4.3049,6.97309,8.40671
74.1,2550,0,2518,0.416828,-9.01173,0.0702292,8.92896,8.97952,8.99512,0.242456,0.67917,6.77303,3.98106,6.8725,6.94353
74.1,2550,1,2518,0.359895,-9.25886,0.0676342,9.0591,9.22558,9.18449,-0.457769,0.609949,6.40645,3.98676,6.44363,7.24705
74.1,2550,2,2518,0.433938,-9.15589,0.0713599,9.17372,9.06947,9.09918,0.910111,0.764584,7.14757,4.38222,6.97713,8.38299
74.6,2555,0,2523,0.330364,-9.10179,0.070161,8.98414,8.97735,8.94536,0.669593,0.737581,6.99613,4.14804,6.87396,6.9428
74.6,2555,1,2523,0.547794,-8.99533,0.0675392,9.0216,8.99404,8.97611,-0.409094,0.646584,6.35173,4.00119,6.44828,7.23991
74.6,2555,2,2523,0.546279,-9.53376,0.0712958,9.36052,9.4285,9.42925,0.526056,0.738911,6.66911,4.40444,6.98224,8.38315
75.1,2560,0,2528,0.581206,-9.11739,0.0700996,8.86882,8.93007,8.96678,0.532203,0.731141,6.8772,3.66346,6.87248,6.91026
75.1,2560,1,2528,0.481493,-9.04552,0.0674459,8.98455,8.86775,8.93527,-0.374908,0.617674,6.55428,3.84785,6.45075,7.23607
75.1,2560,2,2528,0.821588,-9.08609,0.0712353,8.9727,9.04836,9.07497,0.893485,0.764615,7.27829,4.10865,6.98682,8.3607
75.6,2565,0,2533,0.581908,-9.11015,0.0700397,9.05952,9.02914,9.01675,0.306017,0.705085,6.4245,4.15868,6.86552,6.91489
75.6,2565,1,2533,0.597355,-9.12735,0.0673526,9.02751,9.12231,9.03801,-0.516789,0.570679,6.39933,4.39684,6.44582,7.23468
75.6,2565,2,2533,0.899391,-9.3827,0.0711849,9.54706,9.33446,9.36894,0.481422,0.723994,6.67842,4.65372,6.97749,8.3722
76.1,2570,0,2538,0.445866,-9.05449,0.0699736,9.12542,8.9734,8.98137,0.3385,0.697254,6.74675,3.91341,6.86558,6.91123
76.1,2570,1,2538,0.415363,-9.04137,0.0672579,8.9543,8.98766,9.07433,-0.568677,0.592874,6.53979,4.06602,6.44079,7.21001
76.1,2570,2,2538,0.321159,-9.49987,0.071137,9.36146,9.38307,9.3884,0.370046,0.706294,6.86321,4.419,6.97421,8.34584
76.6,2575,0,2543,0.474271,-9.26493,0.0699048,9.00837,9.20077,9.15475,0.520894,0.72204,6.77543,3.99484,6.86048,6.90343
76.6,2575,1,2543,0.365315,-9.05769,0.0671651,9.09363,8.99882,8.89699,-0.809385,0.615794,6.35336,4.21318,6.44097,7.21344
76.6,2575,2,2543,0.532168,-9.43495,0.0710769,9.42038,9.45209,9.4934,0.612402,0.730987,6.92416,4.46339,6.97643,8.36453
77.1,2580,0,2548,0.401726,-9.32193,0.0698381,9.27133,9.1882,9.22523,0.623368,0.752885,6.63487,4.00535,6.85968,6.89525
77.1,2580,1,2548,0.343918,-9.34832,0.0670713,9.26153,9.25272,9.34998,-0.729114,0.580746,6.63358,4.27894,6.44749,7.22554
77.1,2580,2,2548,0.38621,-9.32383,0.071015,9.37034,9.22801,9.19777,0.591827,0.757361,7.106,4.51372,6.98341,8.35703
77.6,2585,0,2553,0.62661,-9.25408,0.0697773,9.10414,9.23509,9.19124,0.84111,0.762369,7.17177,4.10495,6.85798,6.88927
77.6,2585,1,2553,0.277825,-9.2456,0.0669756,9.28817,9.28285,9.22387,-0.559842,0.588317,6.48742,4.0059,6.44611,7.23245
77.6,2585,2,2553,0.387098,-9.42741,0.0709545,9.26195,9.34375,9.36271,0.565012,0.73192,6.87754,4.16932,6.9766,8.35538
78.1,2590,0,2558,0.374433,-9.23368,0.0697281,9.1655,9.17144,9.15062,0.617315,0.74069,6.85475,4.12252,6.85922,6.89428
78.1,2590,1,2558,0.388432,-9.13192,0.0668801,9.05747,9.04415,9.09726,-0.425432,0.629058,6.19753,3.9842,6.44226,7.22925
78.1,2590,2,2558,0.432614,-9.26134,0.0708882,9.22478,9.24487,9.18412,0.56765,0.75414,7.03776,4.57888,6.98594,8.37943
78.6,2595,0,2563,0.652848,-9.26259,0.069677,9.09188,9.23145,9.23797,0.492181,0.74377,6.56173,3.89257,6.85277,6.8594
78.6,2595,1,2563,0.3205,-9.06958,0.0667863,9.0607,9.00792,9.00159,-0.574863,0.606284,6.53881,4.06406,6.45081,7.22665
78.6,2595,2,2563,0.764613,-9.28448,0.0708239,9.13214,9.20104,9.23014,0.861757,0.752784,7.12591,4.45514,6.98281,8.36602
79.1,2600,0,2568,0.775267,-9.15859,0.0696255,8.98722,9.05015,9.11131,0.797604,0.762879,7.08093,4.03311,6.85685,6.85298
79.1,2600,1,2568,0.442825,-9.04603,0.0666922,9.01736,9.01883,9.05542,-0.288388,0.649732,6.74453,3.88607,6.45529,7.20252
79.1,2600,2,2568,0.421709,-9.18111,0.0707556,8.98778,9.11609,9.11132,0.912167,0.782892,6.78436,4.1353,6.98333,8.355
79.6,2605,0,2573,0.544331,-9.36947,0.0695715,9.27625,9.26179,9.22406,0.605496,0.733303,6.8874,4.08171,6.85522,6.85032
79.6,2605,1,2573,0.294491,-9.21078,0.0665988,9.2176,9.16117,9.14377,-0.378476,0.628745,6.29913,4.26222,6.45391,7.212
79.6,2605,2,2573,0.540515,-9.47521,0.0706842,9.54356,9.43181,9.42963,0.889087,0.776079,6.69063,4.42217,6.98206,8.35266
80.1,2610,0,2578,0.360769,-9.34323,0.0695163,9.3611,9.31329,9.29796,0.733417,0.734814,6.96749,3.99902,6.85545,6.8757
80.1,2610,1,2578,0.216517,-9.33632,0.0665079,9.22167,9.29392,9.31169,-0.10187,0.657926,6.62649,4.1942,6.45389,7.22009
80.1,2610,2,2578,0.472446,-9.61901,0.0706139,9.59321,9.55431,9.56401,0.699217,0.73473,6.76096,4.38895,6.98663,8.33085
80.6,2615,0,2583,0.797094,-9.21703,0.0694624,9.15818,9.09519,9.11041,0.477174,0.72507,7.08533,4.13266,6.85682,6.88937
80.6,2615,1,2583,0.448597,-9.32658,0.066418,9.38282,9.28499,9.26145,-0.518938,0.589209,6.45025,4.25191,6.45271,7.2331
80.6,2615,2,2583,0.884955,-9.48958,0.0705514,9.3241,9.46103,9.45665,0.370557,0.702372,6.83534,4.35974,6.98248,8.33657
81.1,2620,0,2588,0.431751,-9.42484,0.0694097,9.33384,9.31501,9.33507,0.546141,0.762652,6.88188,3.80603,6.8563,6.8704
81.1,2620,1,2588,0.253753,-9.34206,0.0663269,9.22235,9.2687,9.28522,-0.353556,0.627782,6.45794,4.05069,6.45117,7.21812
81.1,2620,2,2588,0.458234,-9.54742,0.0704855,9.46299,9.51722,9.48987,0.508246,0.725684,7.08475,4.4028,6.98582,8.31848
81.6,2625,0,2593,0.486778,-9.19614,0.0693565,9.22936,9.15198,9.08681,0.737097,0.743989,7.00299,4.00987,6.85672,6.87684
81.6,2625,1,2593,0.346842,-9.26228,0.0662355,9.20243,9.27877,9.21039,-0.352057,0.637427,6.4465,3.77232,6.45041,7.20119
81.6,2625,2,2593,0.368784,-9.34344,0.0704129,9.2736,9.28413,9.27633,0.445963,0.728287,7.04241,4.2753,6.98014,8.30574
82.1,2630,0,2598,0.550129,-9.4978,0.0693122,9.40899,9.35485,9.38933,0.581053,0.744017,6.84369,3.74923,6.86162,6.86046
82.1,2630,1,2598,0.313067,-9.26153,0.0661463,9.23437,9.14487,9.25058,-0.521958,0.595769,6.89035,4.13343,6.45395,7.16409
82.1,2630,2,2598,0.528568,-9.50438,0.0703419,9.33401,9.45354,9.39529,0.699987,0.739811,6.85785,4.09757,6.97172,8.25686
82.6,2635,0,2603,0.508696,-9.42208,0.0692648,9.32632,9.36567,9.40522,0.602867,0.733733,6.88219,3.96756,6.8575,6.84173
82.6,2635,1,2603,0.409896,-9.33851,0.0660579,9.22423,9.3547,9.29208,-0.57953,0.61187,6.53772,4.18218,6.45838,7.15415
82.6,2635,2,2603,0.67394,-9.5517,0.0702783,9.52907,9.53749,9.50455,0.32366,0.726673,6.95584,4.3032,6.96911,8.2496
83.1,2640,0,2608,0.295494,-9.36887,0.0692179,9.23237,9.27135,9.24749,0.838757,0.759038,6.84996,3.87828,6.84841,6.82446
83.1,2640,1,2608,0.231338,-9.20366,0.0659679,9.11767,9.10096,9.17258,-0.526893,0.580189,6.40292,3.9878,6.45457,7.14946
83.1,2640,2,2608,0.419948,-9.45364,0.0702168,9.30121,9.33385,9.39547,0.558174,0.742509,7.09414,4.39017,6.96229,8.27829
83.6,2645,0,2613,0.417072,-9.33837,0.0691673,9.28967,9.22074,9.24827,0.428978,0.722929,6.90769,3.9249,6.8503,6.82472
83.6,2645,1,2613,0.2941,-9.45516,0.0658773,9.36149,9.33999,9.34474,-0.731617,0.577075,6.47244,3.80815,6.44707,7.11974
83.6,2645,2,2613,0.495946,-9.51157,0.0701544,9.46606,9.54627,9.4298,0.767817,0.742298,6.92426,4.21806,6.96303,8.27133
84.1,2650,0,2618,0.558721,-9.51955,0.0691059,9.36551,9.45643,9.47348,0.485114,0.718772,6.88382,4.01268,6.84902,6.80418
84.1,2650,1,2618,0.286789,-9.46894,0.0657853,9.44902,9.4487,9.44587,-0.49422,0.613497,6.20205,4.15233,6.4463,7.1222
