time_s,srcCellId,neighborCellId,cio_display_dB,cio_display_ie
16.9,2,3,-0,0
16.9,3,1,0.5,1
16.9,3,2,0.5,1
17.4,1,2,-0,0
17.4,1,3,-0,0
17.4,2,1,-0,0
17.4,2,3,-0,0
17.4,3,1,0.5,1
17.4,3,2,0.5,1
17.9,1,2,-0,0
17.9,1,3,-0,0
17.9,2,1,-0,0
17.9,2,3,-0,0
17.9,3,1,0.5,1
17.9,3,2,0.5,1
18.4,1,2,-0,0
18.4,1,3,-0,0
18.4,2,1,-0,0
18.4,2,3,-0,0
18.4,3,1,0.5,1
18.4,3,2,0.5,1
18.9,1,2,-0,0
18.9,1,3,-0,0
18.9,2,1,0.5,1
18.9,2,3,0.5,1
18.9,3,1,0.5,1
18.9,3,2,0.5,1
