0.5,1001,0.693947,0.980733,1.26833,0,0.0272166
0.6,1002,0.698763,0.953925,1.20644,0,0.0272166
0.7,1003,0.738507,1.04785,1.16194,0,0.0272166
0.8,1004,0.756987,0.972917,1.15646,0,0.0272166
0.9,1005,0.748667,0.938029,1.19146,0,0.0272166
1,1006,0.738555,1.02017,1.16944,0,0.0272166
1.1,1007,0.737787,1.05183,1.15563,0,0.0272166
1.2,1008,0.760971,0.991197,1.16909,0,0.0272166
1.3,1009,0.757011,0.941149,1.19751,0,0.0272166
1.4,1010,0.738531,1.04569,1.14082,0,0.0272166
1.5,1011,0.756971,0.977877,1.22347,0,0.0272166
1.6,1012,0.743915,0.962757,1.18654,0,0.0272166
1.7,1013,0.743275,1.01645,1.1634,0,0.0272166
1.8,1014,0.737771,1.04964,1.1622,0,0.0272166
1.9,1015,0.752235,0.974909,1.21874,0,0.0272166
2,1016,0.748651,0.928605,1.17383,0,0.0272166
2.1,1017,0.760955,1.00579,1.22655,0,0.0272166
2.2,1018,0.757011,0.933285,1.1742,0,0.0272166
2.3,1019,0.761819,0.992405,1.20084,0,0.0272166
2.4,1020,0.758251,0.939973,1.22158,0,0.0272166
2.5,1021,0.759019,1.04492,1.20777,0,0.0272166
2.6,1022,0.758251,0.991013,1.20817,0,0.0272166
2.7,1023,0.761067,0.938909,1.24552,0,0.0272166
2.8,1024,0.762235,1.01323,1.14629,0,0.0272166
2.9,1025,0.763755,1.04239,1.19414,0,0.0272166
3,1026,0.758251,0.980165,1.2337,0,0.0272166
3.1,1027,0.759019,0.935797,1.19415,0,0.0272166
3.2,1028,0.780851,1.00176,1.2353,0,0.0272166
3.3,1029,0.764555,0.941661,1.2425,0,0.0272166
3.4,1030,0.763755,1.02398,1.15868,0,0.0272166
3.5,1031,0.786003,1.00026,1.2497,0,0.0272166
3.6,1032,0.758243,0.920357,1.16369,0,0.0272166
3.7,1033,0.794731,1.01392,1.23898,0,0.0272166
3.8,1034,0.752331,0.944501,1.20394,0,0.0272166
3.9,1035,0.759299,1.05667,1.17806,0,0.0272166
4,1036,0.785235,0.976157,1.23425,0,0.0272166
4.1,1037,0.769307,0.938837,1.21279,0,0.0272166
4.2,1038,0.732579,1.05669,1.18126,0,0.0272166
4.3,1039,0.763979,0.966021,1.23025,0,0.0272166
4.4,1040,0.767587,0.945733,1.20069,0,0.0272166
4.5,1041,0.736211,1.05593,1.19738,0,0.0272166
4.6,1042,0.761779,0.968477,1.23514,0,0.0272166
4.7,1043,0.743547,0.940365,1.20447,0,0.0272166
4.8,1044,0.731203,1.05591,1.18113,0,0.0272166
4.9,1045,0.756059,1.02603,1.2529,0,0.0272166
5,1046,0.783755,0.934749,1.2468,0,0.0272166
5.1,1047,0.792115,0.956557,1.27676,0,0.0272166
5.2,1048,0.778115,0.965717,1.18706,0,0.0272166
5.3,1049,0.730427,1.02649,1.20541,0,0.0272166
5.4,1050,0.757235,1.01626,1.18116,0,0.0272166
5.5,1051,0.777547,0.940237,1.22211,0,0.0272166
5.6,1052,0.730427,1.05668,1.17481,0,0.0272166
5.7,1053,0.752843,1.02243,1.30286,0,0.0272166
5.8,1054,0.777547,0.928613,1.19365,0,0.0272166
5.9,1055,0.762371,1.04272,1.28024,0,0.0272166
6,1056,0.790963,0.969693,1.30243,0,0.0272166
6.1,1057,0.766355,0.938741,1.22255,0,0.0272166
6.2,1058,0.742963,1.03445,1.16608,0,0.0272166
6.3,1059,0.751499,1.02079,1.2857,0,0.0272166
6.4,1060,0.774971,0.964821,1.30497,0,0.0272166
6.5,1061,0.730427,1.03445,1.26326,0,0.0272166
6.6,1062,0.769019,1.04228,1.24406,0,0.0272166
6.7,1063,0.808971,0.947541,1.31309,0,0.0272166
6.8,1064,0.790515,0.934053,1.28955,0,0.0272166
6.9,1065,0.780403,1.03472,1.28786,0,0.0272166
7,1066,0.821771,0.945301,1.30588,0,0.0272166
7.1,1067,0.779451,0.937269,1.28781,0,0.0272166
7.2,1068,0.798795,1.06674,1.27089,0,0.0272166
7.3,1069,0.830347,0.939133,1.31285,0,0.0272166
7.4,1070,0.800347,0.942773,1.31208,0,0.0272166
7.5,1071,0.730427,1.02825,1.24185,0,0.0272166
7.6,1072,0.794075,1.01593,1.26129,0,0.0272166
7.7,1073,0.784955,0.966693,1.33319,0,0.0272166
7.8,1074,0.730411,1.03697,1.22229,0,0.0272166
7.9,1075,0.809347,1.04098,1.28086,0,0.0272166
8,1076,0.847371,0.946757,1.3069,0,0.0272166
8.1,1077,0.789219,0.933781,1.32744,0,0.0272166
8.2,1078,0.786179,1.05244,1.2847,0,0.0272166
8.3,1079,0.818187,0.939501,1.35649,0,0.0272166
8.4,1080,0.769427,0.957125,1.30658,0,0.0272166
8.5,1081,0.730427,1.05773,1.24092,0,0.0272166
8.6,1082,0.792075,0.993461,1.33082,0,0.0272166
8.7,1083,0.748771,0.950965,1.28222,0,0.0272166
8.8,1084,0.730411,1.02754,1.2475,0,0.0272166
8.9,1085,0.784691,1.04051,1.36923,0,0.0272166
9,1086,0.789307,0.942405,1.3563,0,0.0272166
9.1,1087,0.745275,0.935653,1.33892,0,0.0272166
9.2,1088,0.783931,1.03308,1.32582,0,0.0272166
9.3,1089,0.789307,0.945269,1.3627,0,0.0272166
9.4,1090,0.759011,0.957125,1.3868,0,0.0272166
9.5,1091,0.741947,1.02754,1.33826,0,0.0272166
9.6,1092,0.784355,1.02002,1.29582,0,0.0272166
9.7,1093,0.778003,0.957149,1.36802,0,0.0272166
9.8,1094,0.776203,1.02754,1.33891,0,0.0272166
9.9,1095,0.785979,1.00399,1.33457,0,0.0272166
10,1096,0.776251,0.930741,1.31321,0,0.0272166
10.1,1097,0.785971,1.03441,1.38718,0,0.0272166
10.2,1098,0.789307,0.916997,1.34547,0,0.0272166
10.3,1099,0.789307,0.959805,1.38022,0,0.0272166
10.4,1100,0.785379,0.928157,1.32017,0,0.0272166
10.5,1101,0.779667,1.01679,1.31141,0,0.0272166
10.6,1102,0.782563,0.921317,1.35321,0,0.0272166
10.7,1103,0.779651,1.01828,1.31141,0,0.0272166
10.8,1104,0.782563,0.945077,1.38133,0,0.0272166
10.9,1105,0.768827,1.00544,1.33016,0,0.0272166
11,1106,0.768827,1.05627,1.30008,0,0.0272166
11.1,1107,0.788027,0.994277,1.30774,0,0.0272166
11.2,1108,0.774203,0.951741,1.29806,0,0.0272166
11.3,1109,0.774331,1.0358,1.2193,0,0.0272166
11.4,1110,0.787851,1.00878,1.41326,0,0.0272166
11.5,1111,0.774379,0.952101,1.25801,0,0.0272166
11.6,1112,0.768827,1.03104,1.24626,0,0.0272166
11.7,1113,0.787851,1.01481,1.3581,0,0.0272166
11.8,1114,0.788067,0.943301,1.31686,0,0.0272166
11.9,1115,0.768827,1.02088,1.27306,0,0.0272166
12,1116,0.768811,1.01264,1.28294,0,0.0272166
12.1,1117,0.771643,1.05255,1.29234,0,0.0272166
12.2,1118,0.791315,0.963917,1.34458,0,0.0272166
12.3,1119,0.793443,0.983949,1.30555,0,0.0272166
12.4,1120,0.768827,1.01117,1.29757,0,0.0272166
12.5,1121,0.768811,1.00982,1.28138,0,0.0272166
12.6,1122,0.768827,1.05081,1.30476,0,0.0272166
12.7,1123,0.796819,0.968077,1.31852,0,0.0272166
12.8,1124,0.787939,0.977797,1.28601,0,0.0272166
12.9,1125,0.768827,1.00982,1.27959,0,0.0272166
13,1126,0.768811,1.02236,1.29687,0,0.0272166
13.1,1127,0.777955,1.03961,1.27942,0,0.0272166
13.2,1128,0.803427,0.960829,1.29142,0,0.0272166
13.3,1129,0.789355,0.980421,1.31293,0,0.0272166
13.4,1130,0.798435,1.01264,1.29638,0,0.0272166
13.5,1131,0.793867,1.02236,1.30331,0,0.0272166
13.6,1132,0.794811,1.04281,1.28002,0,0.0272166
13.7,1133,0.794643,0.956629,1.29067,0,0.0272166
13.8,1134,0.808547,0.984981,1.3082,0,0.0272166
13.9,1135,0.789307,1.01262,1.25682,0,0.0272166
14,1136,0.789307,1.01953,1.22507,0,0.0272166
14.1,1137,0.789307,1.01263,1.26329,0,0.0272166
14.2,1138,0.792123,1.05253,1.25672,0,0.0272166
14.3,1139,0.835995,0.968341,1.30342,0,0.0272166
14.4,1140,0.794035,0.940565,1.25581,0,0.0272166
14.5,1141,0.768811,1.02234,1.25638,0,0.0272166
14.6,1142,0.768827,1.04281,1.25532,0,0.0272166
14.7,1143,0.836427,0.975317,1.25608,0,0.0272166
14.8,1144,0.783971,0.983597,1.27039,0,0.0272166
14.9,1145,0.768827,1.02234,1.26544,0,0.0272166
15,1146,0.768827,1.01437,1.23197,0,0.0272166
15.1,1147,0.768827,1.05077,1.2528,0,0.0272166
15.2,1148,0.838459,0.997069,1.2499,0,0.0272166
15.3,1149,0.805507,0.940941,1.28197,0,0.0272166
15.4,1150,0.801227,1.04282,1.25278,0,0.0272166
15.5,1151,0.840219,1.01189,1.2499,0,0.0272166
15.6,1152,0.809339,0.982029,1.26866,0,0.0272166
15.7,1153,0.801211,1.02234,1.25276,0,0.0272166
15.8,1154,0.818139,1.02925,1.24572,0,0.0272166
15.9,1155,0.823291,1.01367,1.27439,0,0.0272166
16,1156,0.829083,0.965677,1.28248,0,0.0272166
16.1,1157,0.801227,1.05318,1.24681,0,0.0272166
16.2,1158,0.823163,1.01046,1.29506,0,0.0272166
16.3,1159,0.826395,0.969941,1.2719,0,0.0272166
16.4,1160,0.801227,1.02152,1.2497,0,0.0272166
16.5,1161,0.801227,1.03386,1.17279,0,0.0272166
16.6,1162,0.825211,1.00874,1.2845,0,0.0272166
16.7,1163,0.832707,0.937109,1.22377,0,0.0272166
16.8,1164,0.816851,0.989309,1.26142,0,0.0272166
16.9,1165,0.832707,0.984421,1.22299,0,0.0272166
17,1166,0.801227,1.02557,1.20685,0,0.0272166
17.1,1167,0.833771,0.944877,1.27495,0,0.0272166
17.2,1168,0.815779,0.944885,1.21285,0,0.0272166
17.3,1169,0.801227,1.04837,1.18218,0,0.0272166
17.4,1170,0.844955,0.873701,1.19962,0,0.0272166
17.5,1171,0.868443,0.814525,1.27359,0,0.0272166
17.6,1172,0.869723,0.851389,1.23495,0,0.0272166
17.7,1173,0.864091,0.840197,1.25836,0,0.0272166
17.8,1174,0.854787,0.824245,1.27272,0,0.0272166
17.9,1175,0.846427,0.865997,1.28672,0,0.0272166
18,1176,0.846427,0.824245,1.29134,0,0.0272166
18.1,1177,0.854403,0.865997,1.28442,0,0.0272166
18.2,1178,0.846427,0.824245,1.29688,0,0.0272166
18.3,1179,0.846427,0.838853,1.28179,0,0.0272166
18.4,1180,0.846427,0.817909,1.29688,0,0.0272166
18.5,1181,0.846427,0.827597,1.29855,0,0.0272166
18.6,1182,0.846427,0.789685,1.27574,0,0.0272166
18.7,1183,0.846427,0.777413,1.31163,0,0.0272166
18.8,1184,0.863355,0.778429,1.2853,0,0.0272166
18.9,1185,0.889499,0.765893,1.2803,0,0.0272166
19,1186,0.877147,0.789189,1.31142,0,0.0272166
19.1,1187,0.892587,0.778429,1.27175,0,0.0272166
19.2,1188,0.877131,0.767221,1.30255,0,0.0272166
19.3,1189,0.877147,0.775613,1.28277,0,0.0272166
19.4,1190,0.877147,0.779405,1.31162,0,0.0272166
19.5,1191,0.877915,0.780405,1.26269,0,0.0272166
19.6,1192,0.877131,0.751541,1.31196,0,0.0272166
19.7,1193,0.897147,0.791285,1.2667,0,0.0272166
19.8,1194,0.877147,0.771437,1.29854,0,0.0272166
19.9,1195,0.877147,0.781045,1.30703,0,0.0272166
20,1196,0.879963,0.772781,1.28544,0,0.0272166
20.1,1197,0.877147,0.781045,1.2741,0,0.0272166
20.2,1198,0.877147,0.774237,1.26558,0,0.0272166
20.3,1199,0.892587,0.781053,1.26802,0,0.0272166
20.4,1200,0.877147,0.771437,1.28317,0,0.0272166
20.5,1201,0.877131,0.782397,1.26354,0,0.0272166
20.6,1202,0.884507,0.760565,1.26017,0,0.0272166
20.7,1203,0.877147,0.771437,1.27673,0,0.0272166
20.8,1204,0.892587,0.785613,1.25957,0,0.0272166
20.9,1205,0.877147,0.771437,1.29315,0,0.0272166
21,1206,0.877147,0.772213,1.26805,0,0.0272166
21.1,1207,0.877147,0.761005,1.26864,0,0.0272166
21.2,1208,0.877147,0.770621,1.2737,0,0.0272166
21.3,1209,0.892587,0.747317,1.26826,0,0.0272166
21.4,1210,0.877147,0.760997,1.28714,0,0.0272166
21.5,1211,0.877147,0.767405,1.23571,0,0.0272166
21.6,1212,0.890835,0.747317,1.21829,0,0.0272166
21.7,1213,0.885107,0.761005,1.21686,0,0.0272166
21.8,1214,0.877131,0.745821,1.19418,0,0.0272166
21.9,1215,0.884611,0.770605,1.23658,0,0.0272166
22,1216,0.899195,0.760989,1.21545,0,0.0272166
22.1,1217,0.910187,0.747301,1.23067,0,0.0272166
22.2,1218,0.928931,0.770605,1.19235,0,0.0272166
22.3,1219,0.922723,0.760997,1.2143,0,0.0272166
22.4,1220,0.921707,0.718717,1.22198,0,0.0272166
22.5,1221,0.931323,0.727941,1.2113,0,0.0272166
22.6,1222,0.930835,0.717565,1.21544,0,0.0272166
22.7,1223,0.921707,0.736093,1.20184,0,0.0272166
22.8,1224,0.921707,0.710765,1.19859,0,0.0272166
22.9,1225,0.931323,0.734749,1.19173,0,0.0272166
23,1226,0.930835,0.698421,1.21776,0,0.0272166
23.1,1227,0.921707,0.748437,1.18167,0,0.0272166
23.2,1228,0.945011,0.717565,1.18857,0,0.0272166
23.3,1229,0.921707,0.714261,1.21959,0,0.0272166
23.4,1230,0.921707,0.731261,1.18213,0,0.0272166
23.5,1231,0.940451,0.715605,1.27506,0,0.0272166
23.6,1232,0.921691,0.737565,1.26266,0,0.0272166
23.7,1233,0.921707,0.728429,1.26598,0,0.0272166
23.8,1234,0.940451,0.717077,1.26699,0,0.0272166
23.9,1235,0.921707,0.716093,1.26992,0,0.0272166
24,1236,0.921707,0.727957,1.2529,0,0.0272166
24.1,1237,0.935395,0.720381,1.26705,0,0.0272166
24.2,1238,0.931323,0.734749,1.27463,0,0.0272166
24.3,1239,0.930835,0.709293,1.2517,0,0.0272166
24.4,1240,0.921707,0.737565,1.27699,0,0.0272166
24.5,1241,0.926715,0.727949,1.26521,0,0.0272166
24.6,1242,0.910187,0.717565,1.24445,0,0.0272166
24.7,1243,0.910187,0.736093,1.26162,0,0.0272166
24.8,1244,0.928931,0.707933,1.27426,0,0.0272166
24.9,1245,0.910187,0.737565,1.26705,0,0.0272166
25,1246,0.993451,0.717565,1.23866,0,0.0272166
25.1,1247,0.952907,0.727957,1.28421,0,0.0272166
25.2,1248,0.953291,0.718909,1.26269,0,0.0272166
25.3,1249,0.920795,0.714261,1.26475,0,0.0272166
25.4,1250,0.952139,0.731253,1.27549,0,0.0272166
25.5,1251,0.951243,0.737565,1.23138,0,0.0272166
25.6,1252,0.977467,0.712789,1.28371,0,0.0272166
25.7,1253,0.995531,0.761525,1.26527,0,0.0272166
25.8,1254,0.959195,0.748821,1.26302,0,0.0272166
25.9,1255,0.994379,0.760509,1.26521,0,0.0272166
26,1256,0.973699,0.759269,1.24444,0,0.0272166
26.1,1257,0.966403,0.755949,1.28422,0,0.0272166
26.2,1258,0.993483,0.762501,1.26558,0,0.0272166
26.3,1259,0.966403,0.753357,1.24445,0,0.0272166
26.4,1260,0.995531,0.752733,1.26162,0,0.0272166
26.5,1261,0.972563,0.762493,1.26994,0,0.0272166
26.6,1262,0.981011,0.755949,1.26702,0,0.0272166
26.7,1263,0.973715,0.751893,1.25167,0,0.0272166
26.8,1264,0.994379,0.765085,1.2755,0,0.0272166
26.9,1265,0.965507,0.753365,1.26703,0,0.0272166
27,1266,1.02248,0.742485,1.25167,0,0.0272166
27.1,1267,0.967371,0.772733,1.24611,0,0.0272166
27.2,1268,0.997995,0.753365,1.24891,0,0.0272166
27.3,1269,1.01916,0.742493,1.26123,0,0.0272166
27.4,1270,0.995163,0.775965,1.24297,0,0.0272166
27.5,1271,1.01338,0.739277,1.24894,0,0.0272166
27.6,1272,0.997859,0.775949,1.26159,0,0.0272166
27.7,1273,1.00571,0.733349,1.27299,0,0.0272166
27.8,1274,0.978051,0.759277,1.27535,0,0.0272166
27.9,1275,1.01392,0.760509,1.29794,0,0.0272166
28,1276,0.995115,0.765317,1.2989,0,0.0272166
28.1,1277,1.00484,0.748661,1.28858,0,0.0272166
